"","Drug_Overdose_Deaths","Alcohol_Impaired_Driving_Deaths","Unemployment_Rate","Income_Inequality","Highschool_Comp_Rate","Adult_Smoking_Rate","Excessive_Drinking_Rate","Median_House_Income","College_Education_Rate","Children_In_Poverty","Single_Parent_House","Social_Associations","Pop_Under_18","Pop_Over_65","NH_Black","American_Or_Alaska_Native","Hispanic_Pop","Female_Pop","Rural_Pop"
"2652",NA,0.0512820513,0.0298581001,4.954795835,0.6037719674,0.196,0.1981464045,62465,0.2532327586,0.193,0.0737393582,11.874857273,0.3592714485,0.0905730129,0.0165907759,0.0112709075,0.4343356927,0.4881204635,0.6727474766
"2653",21.203311938,0.3453608247,0.0438370263,5.1362372278,0.8973387563,0.141,0.1853174054,75947,0.6805864825,0.15,0.2302367288,6.6185623919,0.2342649608,0.157500203,0.1255050866,0.0081261883,0.2683910315,0.5055738035,0.0406436601
"2654",NA,0.1428571429,0.0412423625,3.5595058339,0.6998556999,0.178,0.2095751098,50255,0.2525125628,0.271,0.0799059929,11.939280232,0.1426061961,0.1065154903,0.0693069307,0.0119770042,0.553816672,0.3104439476,1
"2655",NA,0.4054054054,0.0262044493,4.2769966254,0.8870689655,0.139,0.1651454264,77013,0.5286939943,0.135,0.2249160761,12.821921823,0.1936892674,0.3013429414,0.0049859883,0.0127379263,0.2498089311,0.510645267,0.5644153414
"2656",NA,0.0526315789,0.0262557078,5.8081935646,0.8606224628,0.158,0.1949951666,96533,0.7589576547,0.123,0.0641509434,0,0.2525773196,0.1408934708,0.0249140893,0.0077319588,0.3823024055,0.4458762887,1
"2657",NA,0.3076923077,0.0437773609,6.4107804078,0.8445678033,0.164,0.1699200184,62841,0.5698213104,0.214,0.0848608282,8.3763786123,0.2030570747,0.2459683074,0.0408077408,0.0129014164,0.3543682513,0.4957229,1
"2658",NA,0.2272727273,0.0324341346,4.8312355409,0.7740316763,0.185,0.1656366579,57523,0.3272884283,0.229,0.248811109,11.201059009,0.2647236789,0.1743646632,0.054860831,0.0186062929,0.5280859217,0.4973275514,0.6462117743
"2659",18.583330752,0.1935483871,0.0446265938,4.9329060595,0.8157314558,0.196,0.1829652532,50648,0.4849204899,0.197,0.252869238,16.167379933,0.2502022365,0.1669283845,0.0476802284,0.0185105877,0.3160599572,0.4600523436,0.2054930042
"2660",12.806077329,0.1913043478,0.0368450653,4.1077244395,0.9041932346,0.168,0.1828143588,66141,0.5810798451,0.146,0.2289608911,9.8323477063,0.2367062341,0.1819312378,0.0580517149,0.0188358916,0.1551445878,0.5089044302,0.4768966306
"2661",11.010406177,0.1692307692,0.0424724667,4.5881121495,0.8642887452,0.188,0.1750448642,60932,0.5866374589,0.226,0.2853922029,13.204402541,0.2557017928,0.1602002503,0.2021635324,0.0098530807,0.2022193347,0.5098092361,0.1346034659
"2662",15.769139793,0.1940298507,0.045113438,4.6723229303,0.8078314746,0.195,0.1761348465,61188,0.535192947,0.208,0.2565579985,7.2638425727,0.2250438967,0.1900240619,0.133185927,0.0103401184,0.2516095467,0.4599076543,0.7451824518
"2663",8.940875545,0.247311828,0.0337792838,3.7796460827,0.8909125518,0.14,0.19118744,86043,0.5941513327,0.131,0.19956192,5.3661402201,0.2388651784,0.1484679361,0.0788629897,0.010762749,0.397608886,0.5004486759,0.2482195176
"2664",NA,0.1851851852,0.0491690937,4.421618176,0.7478881738,0.176,0.17728264,49571,0.467146166,0.302,0.3623472446,13.966480447,0.2639582744,0.1403525309,0.0457473215,0.0191032771,0.6291199296,0.4761051937,0.3046245618
"2665",NA,0,0.0420860018,4.4192507437,0.8179979778,0.191,0.1523418813,40677,0.4854545455,0.386,0.304,10.544815466,0.2153024911,0.2391459075,0.0850533808,0.0185053381,0.3665480427,0.4964412811,1
"2666",NA,0.1428571429,0.0339418874,5.2027651838,0.8931520991,0.2,0.1629300354,59753,0.453364817,0.207,0.1997683845,17.013002795,0.2088455049,0.2570498915,0.0100024102,0.0221740178,0.1500361533,0.4987948903,1
"2667",NA,0,0.0239749826,4.196302521,0.7216117216,0.182,0.1712907323,69064,0.6262295082,0.162,0.1646903821,17.445241326,0.2859638905,0.1531741409,0.0093185789,0.0186371578,0.5012618909,0.4896136672,1
"2668",NA,0.4285714286,0.03515625,4.0677544845,0.8495754145,0.177,0.1753053548,49539,0.4850746269,0.248,0.2791946309,14.076576577,0.2212741752,0.2218430034,0.0605802048,0.0153583618,0.2494311718,0.4971558589,1
"2669",16.19620546,0.1525423729,0.0515012845,5.1351864963,0.8885931261,0.187,0.1912980236,70432,0.571835487,0.167,0.241617997,11.408912994,0.246285309,0.1768521562,0.0562349726,0.0071612669,0.0702980402,0.5058552871,0.5072113247
"2670",18.173986192,0.3116438356,0.0422524556,4.8921233445,0.8214517122,0.155,0.1961456483,68748,0.6302560704,0.246,0.2740750919,5.513924404,0.2573751081,0.1172192424,0.1931340311,0.0116164005,0.4459062526,0.5017361747,0.0113372133
"2671",13.855281584,0.3,0.0446354598,5.2110371484,0.8932891357,0.186,0.1771136166,64636,0.6004907689,0.227,0.3456545258,9.978308026,0.2371667501,0.1789721964,0.2079050818,0.0133371453,0.1449932099,0.5087699235,0.5490492308
"2672",NA,0.5,0.0198624905,3.6839528209,0.8417035943,0.144,0.2126082295,84165,0.3881877839,0.088,0.0755033557,12.970168612,0.2150537634,0.168202765,0.0570276498,0.0082565284,0.2843701997,0.4137864823,0.4620958751
"2673",NA,0.4166666667,0.029592205,4.6502875924,0.7953570527,0.207,0.1690723847,48587,0.4392244594,0.306,0.2099681866,18.480872297,0.1761984083,0.2245049047,0.043494355,0.0136960948,0.285582084,0.4597445863,1
"2674",8.6663099265,0.2727272727,0.0301711382,4.7307598189,0.908760805,0.137,0.206436429,89074,0.702150057,0.079,0.1700406321,5.8340544329,0.2229919213,0.1195691336,0.0408988764,0.0129445631,0.4079153125,0.5001244312,0.2974359825
"2675",NA,0.5,0.0330679731,4.9830663938,0.8863837312,0.148,0.1925859274,73212,0.6260053619,0.154,0.1182033097,21.40018343,0.275722723,0.1830898353,0.0055952751,0.0192726142,0.3434877215,0.5017096674,1
"2676",17.985899055,0.2947368421,0.0380759468,4.996792843,0.8665503259,0.2,0.1679638842,62843,0.5050382017,0.199,0.1905544846,11.593579308,0.2126942055,0.2259350854,0.060761321,0.0106376685,0.1486433719,0.5062181255,0.6594400487
"2677",4.9537717828,0.315018315,0.064819818,5.540592474,0.6858831019,0.155,0.1704165502,48825,0.5151920412,0.371,0.3060156584,3.4645075401,0.3080438603,0.1148230405,0.0056429381,0.0056924672,0.9254125829,0.5046709299,0.0890522416
"2678",30.873726459,0.1764705882,0.0386359819,4.2480948985,0.8560435133,0.18,0.1755222755,57566,0.5468885853,0.206,0.2263037456,10.693427655,0.2283747221,0.2088724584,0.0565512068,0.0109030512,0.2271960138,0.4981917544,0.775101745
"2679",NA,0.3846153846,0.036545775,5.0539060123,0.7954978736,0.177,0.1791493888,56923,0.526868102,0.203,0.2460650577,10.766278144,0.265393885,0.1549076131,0.0313312225,0.014885875,0.5113179906,0.4983696423,0.4149138692
"2680",17.424178424,0.14,0.0374974935,4.5768356375,0.9236851379,0.155,0.1749781939,75545,0.6111068963,0.13,0.1273870517,10.743981813,0.2029138354,0.2562638422,0.013574797,0.0104259262,0.1377367303,0.5071188586,0.4108412611
"2681",8.9714260082,0.14,0.0351859909,4.4518416673,0.8490119844,0.184,0.1804496044,64249,0.5436960276,0.18,0.2115621156,7.7933944264,0.2394720135,0.186567559,0.068669982,0.0109776743,0.1869114379,0.5061104645,0.6008644358
"2682",NA,0.2820512821,0.0355517634,5.0870844792,0.8238754749,0.233,0.1558205037,49741,0.4479128857,0.292,0.2974047229,12.139741918,0.1981321185,0.2298405467,0.2342596811,0.0091571754,0.1304783599,0.4613211845,0.7310341702
"2683",14.907017478,0.1355932203,0.050556657,4.341499913,0.8101472995,0.184,0.1882528581,59598,0.4610227926,0.224,0.2987117552,11.134552274,0.2117189356,0.1286528867,0.0601983844,0.0177001663,0.4553041102,0.424863388,0.1693918531
"2684",NA,0.1875,0.0397035469,4.6295917622,0.5490633363,0.22,0.159499237,39582,0.2837285364,0.486,0.4416961131,0,0.152972028,0.0987762238,0.0434149184,0.0154428904,0.7925407925,0.3496503497,1
"2685",11.265925545,0.328358209,0.0390900352,4.2896910054,0.8767699049,0.179,0.1827070315,68019,0.5518911347,0.17,0.2186421652,10.155328162,0.2399106038,0.1583642711,0.0811676918,0.0131323766,0.201972627,0.5044605752,0.6132598343
"2686",30.590887136,0.25,0.0445387063,4.4681706257,0.8589487691,0.175,0.1872306889,65019,0.5556200426,0.165,0.2039154875,14.149792632,0.2459559733,0.1794212219,0.0238436804,0.02191442,0.2521889686,0.4911699233,0.3768249503
"2687",NA,0,0.0303797468,3.0998607384,0.8881987578,0.162,0.1825364175,77768,0.7896039604,0.103,0.1221945137,25.773195876,0.2287581699,0.2091503268,0.0156862745,0.0117647059,0.2849673203,0.5019607843,1
"2688",NA,0.3846153846,0.0377577694,5.3546545602,0.7964389659,0.21,0.1868040561,54132,0.4852809991,0.185,0.2655667908,9.1827364555,0.2150863035,0.1677874916,0.0404617799,0.0126653217,0.1863931854,0.4371217216,1
"2689",NA,0.2580645161,0.0347972499,4.3877897309,0.8058455115,0.174,0.1776318607,61953,0.4358234785,0.197,0.1551678562,12.565306527,0.2536653018,0.2001056664,0.0606921146,0.0099062211,0.3447364945,0.4990093779,0.6056845476
"2690",17.327852598,0.2173913043,0.0638987742,5.0331246991,0.8727910546,0.238,0.1655318483,50763,0.4158056409,0.285,0.3133539572,11.523881729,0.2320527029,0.2110269671,0.1538295776,0.0085580594,0.0726511513,0.504863933,0.7785627653
"2691",NA,0.4,0.0344488189,9.1935639582,0.8574051408,0.179,0.1310050219,58285,0.9155405405,0.366,0,35.915854284,0.049395691,0.4245927483,0.007356805,0.0215449291,0.3210719916,0.5065685759,1
"2692",21.578086196,0.1875,0.0621521978,5.2154617957,0.8475067794,0.192,0.1627491248,55065,0.5418389166,0.24,0.3622425778,11.115315486,0.2435793167,0.156037954,0.3331060878,0.0108360244,0.2369772356,0.4855559542,0.0984695508
"2693",NA,0,0.0538290788,4.6023088428,0.7859778598,0.177,0.1492916647,43782,0.3027777778,0.424,0.2283515074,0,0.2884736511,0.1761494856,0.0073483099,0.0067184548,0.9118202813,0.4784799496,1
"2694",10.853140314,0.1463414634,0.0572040777,5.7590529944,0.7826576577,0.167,0.1632318917,48252,0.4707177896,0.363,0.3751545705,5.1484027081,0.2709009427,0.1605625097,0.0072374182,0.0115901715,0.8011899243,0.50082419,0.5008356689
"2695",11.97776926,0.1642857143,0.034869618,3.8209296004,0.8637494659,0.168,0.1938079533,76747,0.545306038,0.128,0.2028973157,6.8880820162,0.2552300185,0.1410800692,0.0521058177,0.0099076243,0.2510869232,0.4961842603,0.4647273617
"2696",NA,0.3428571429,0.0430827326,3.6578890412,0.8080256603,0.203,0.1913772154,51894,0.3780144992,0.231,0.1650093226,11.070296382,0.1705543015,0.1567594683,0.1191873589,0.0155003762,0.2871833459,0.36473539,1
"2697",NA,0.1,0.033097638,6.1966441677,0.7606069392,0.185,0.1884404657,61860,0.38585209,0.251,0.2304832714,12.200081334,0.2053114047,0.1404691291,0.0928821785,0.011660825,0.5665273659,0.401455918,1
"2698",13.268667643,0.2628205128,0.0373778263,3.9899965778,0.8634710082,0.161,0.1980493618,92814,0.6182440296,0.118,0.2374872197,6.0848841337,0.2842730005,0.107445784,0.1861271945,0.0103964819,0.2701228781,0.5049371686,0.4192209758
"2699",NA,0.3235294118,0.0312065698,4.5085882755,0.9248527456,0.114,0.195489567,120238,0.7821685809,0.091,0.1623573032,8.5492006497,0.2216527474,0.1998856513,0.0134155555,0.0080656688,0.2606129908,0.5033998326,0.5680345085
"2700",NA,0.1428571429,0.0612244898,1.6516432451,0.3333333333,0.184,0.1551344594,43274,0.1176470588,0.153,0,0,0.1703910615,0.2234636872,0.0251396648,0.0195530726,0.6815642458,0.4497206704,1
"2701",NA,0.5,0.0207336523,4.1158148996,0.8849557522,0.141,0.1787252495,58118,0.8085106383,0.155,0.0559440559,0,0.2337837838,0.25,0.0094594595,0.0175675676,0.2094594595,0.4810810811,1
"2702",15.759944525,0.3541666667,0.0358501544,3.904714671,0.8968868562,0.153,0.1702625244,59619,0.5693892985,0.192,0.2051017247,14.484302402,0.1872127426,0.2832102119,0.0147001358,0.0124672038,0.2864851789,0.5170168028,0.3945777406
"2703",NA,0,0.0337690632,5.4754526462,0.8526912181,0.173,0.1547452361,51851,0.6184062851,0.318,0.0807228916,20.618556701,0.1870194482,0.2976028946,0.0099502488,0.0140208051,0.249434645,0.5124378109,1
"2704",NA,0,0.0085910653,7.2189304733,0.7875,0.231,0.1565216759,87856,0.6111111111,0.097,0.4117647059,0,0.2660944206,0.2103004292,0.025751073,0.0128755365,0.2231759657,0.4678111588,1
"2705",NA,0,0.047355959,3.6083080682,0.846214511,0.166,0.1612187754,52609,0.4900117509,0.277,0.5795148248,0,0.1783887468,0.2461636829,0.0185421995,0.0242966752,0.6253196931,0.4351023018,1
"2706",NA,0.1052631579,0.0478154598,6.7408729914,0.8238369054,0.157,0.176663545,51342,0.5989339574,0.304,0.385026738,6.854904521,0.2364139385,0.135597128,0.032474804,0.0101113234,0.7375996311,0.4921941901,0.1963595361
"2707",NA,0.4285714286,0.039083558,4.8027025737,0.8181818182,0.19,0.1640862264,47207,0.5642594859,0.272,0.195599022,17.905102954,0.267644363,0.1970669111,0.0556064772,0.0168041552,0.3486098381,0.4989306447,1
"2708",14.012891861,0.1403508772,0.0426729765,5.6000677769,0.8753180662,0.2,0.1739697459,62620,0.587957497,0.226,0.3664377826,13.373787377,0.2392045004,0.1916646858,0.1307939149,0.0201053799,0.0958323429,0.5145590682,0.4750838524
"2709",NA,0.4375,0.0395085066,4.3144511995,0.7665653495,0.191,0.1592720758,53008,0.4145442359,0.255,0.2865137101,15.506280043,0.271691292,0.1714083622,0.0359163785,0.0212983339,0.5796133291,0.4988997171,0.5687236489
"2710",15.27440468,0.1428571429,0.036911328,4.0371022055,0.9028290283,0.17,0.1773007273,67917,0.5629342051,0.187,0.2214997833,13.032536401,0.2118937898,0.2056616195,0.0394557823,0.0130348914,0.2077682686,0.4983541804,0.6613492394
"2711",NA,0.1071428571,0.0284463895,4.4977671226,0.6241356235,0.17,0.1865405043,40555,0.1221522055,0.364,0.3518398967,5.9970014993,0.1921562689,0.137946699,0.0122652938,0.0128709873,0.8632646881,0.4038461538,1
"2712",NA,0.2608695652,0.0334097609,4.8785644787,0.8532403785,0.179,0.1693281833,58400,0.5117241379,0.165,0.1608406159,13.142523364,0.2351741221,0.2373111856,0.0580407013,0.0074311526,0.2047695371,0.5066783234,0.8238678271
"2713",NA,0.275862069,0.0353789787,4.4526660686,0.864939049,0.188,0.1738610021,65911,0.4503263234,0.18,0.216689847,10.166045408,0.2079202406,0.2031302217,0.0920129219,0.0115851621,0.2559875237,0.491032639,1
"2714",NA,0.2307692308,0.0518408453,5.0646259899,0.8457973081,0.202,0.1604277172,56749,0.4814814815,0.218,0.2283156128,16.91835328,0.2259855636,0.2458510704,0.0653957678,0.0106730829,0.1650934666,0.5000925412,1
"2715",20.909415366,0.1791044776,0.0584535177,4.8784889989,0.7840462624,0.204,0.1853341577,61880,0.4031130877,0.276,0.1702176579,7.2730252712,0.2948956781,0.1217252334,0.0819672131,0.0150600047,0.3712742176,0.5023531257,0.7737045445
"2716",NA,0.2413793103,0.0459578521,4.6055628559,0.845916001,0.204,0.1689022413,51357,0.4753747323,0.258,0.3834616944,10.398300104,0.2214083494,0.2129151126,0.1604278075,0.0143351458,0.2354289309,0.4942254977,0.699223336
"2717",NA,0.5,0.0307377049,4.0393308932,0.8509615385,0.154,0.1810530449,70236,0.5446808511,0.183,0.2688413948,34.118048448,0.2393132446,0.209880869,0.0112123336,0.0252277505,0.3672039243,0.4803784163,1
"2718",NA,0.25,0.0416923393,6.7316806626,0.7543817237,0.204,0.1641661215,58576,0.4270216963,0.268,0.1574448943,9.6686296915,0.1905845292,0.2115855793,0.0602030102,0.0151382569,0.4145957298,0.4272838642,1
"2719",NA,0.4230769231,0.0379516784,4.5385049834,0.9152959082,0.159,0.1507005318,59528,0.4840649429,0.227,0.2638445926,10.465010465,0.1504880213,0.3719165927,0.0110470275,0.0100709849,0.1284826974,0.5113132209,0.502141882
"2720",NA,0.4,0.0057208238,2.7686219348,0.9682539683,0.147,0.2499090148,94716,1,0.071,0,0,0.2745098039,0.0980392157,0.0196078431,0,0.2156862745,0.2156862745,1
"2721",13.407222024,0.3547008547,0.0335593013,4.9969357738,0.8833950534,0.163,0.1966974981,59138,0.671018717,0.182,0.286677056,8.904408,0.2339456042,0.1316597441,0.0704368609,0.0123818731,0.3762773136,0.5062554911,0.1052057211
"2722",NA,0.3,0.0354659249,5.529186005,0.8140676118,0.185,0.1685821608,56754,0.6439089692,0.212,0.2534291313,12.306610408,0.2744584207,0.1582809224,0.0223619846,0.0209643606,0.4446191474,0.4797344514,1
"2723",NA,0.1538461538,0.041891463,3.8582677165,0.7988857939,0.19,0.1638576309,45915,0.5199004975,0.301,0.2191943128,14.602416036,0.2075496865,0.2447645725,0.0238762172,0.0130718954,0.3197278912,0.4987328265,0.3595019659
"2724",12.059507254,0.188172043,0.0357792458,5.2750362845,0.8692551954,0.172,0.1739860337,63160,0.6306691768,0.193,0.307466893,11.021796553,0.2376553389,0.1516512015,0.138096059,0.011250356,0.2757723845,0.5088293933,0.2402188971
"2725",NA,0,0.0177383592,7.1090714668,0.8888888889,0.185,0.1508253787,67525,0.4529411765,0.19,0.4976303318,0,0.21875,0.234375,0.0260416667,0.0069444444,0.4513888889,0.4739583333,1
"2726",NA,0.1034482759,0.0432398228,4.7167642054,0.789133943,0.199,0.1934834598,53906,0.4437710438,0.213,0.2097378277,10.205569325,0.2210672718,0.1551130957,0.1811726814,0.0125905863,0.2587658297,0.4337896201,1
"2727",NA,0.16,0.0496673004,4.4254242334,0.8674132448,0.218,0.1509537246,47720,0.4793842771,0.316,0.3527995184,8.2944530845,0.1770920502,0.275209205,0.1979079498,0.0120292887,0.0486401674,0.5089958159,1
"2728",NA,0.119047619,0.0310936383,4.0205413314,0.8420006625,0.159,0.1972574356,73315,0.446866485,0.184,0.1426718547,15.352139704,0.3237492812,0.1152003067,0.0197431474,0.0191681043,0.4964539007,0.4935786851,1
"2729",NA,0.3,0.0333880679,4.504123813,0.8490429758,0.136,0.1704791974,59129,0.7967257844,0.212,0.0610859729,20.289119959,0.1926167755,0.3061275741,0.0047714716,0.0092918132,0.2636865897,0.4874434957,1
"2730",NA,0.1632653061,0.0590087464,6.4563509874,0.8147805616,0.183,0.1660678927,58380,0.5551305131,0.272,0.3410231763,11.83138895,0.2604844291,0.1786297578,0.0980207612,0.0143114187,0.4546712803,0.4968027682,0.4673562267
"2731",NA,0.2,0.0791711173,6.5784102785,0.6462470244,0.171,0.1677899835,43407,0.5215699896,0.307,0.3790999664,2.5837122778,0.3071763221,0.1167470567,0.0048234013,0.0186539426,0.9485330982,0.4998357623,0.0657142364
"2732",7.0547642105,0.2096774194,0.038005379,4.1562109244,0.8602147442,0.143,0.1822636632,70313,0.5291266058,0.172,0.2005136986,6.540851465,0.2255644696,0.1724587235,0.0324814325,0.0115592949,0.5366975039,0.4756808071,0.8426144873
"2733",NA,0.1428571429,0.0376028202,6.2616515045,0.7790163934,0.16,0.148337165,44145,0.6281588448,0.347,0.1849865952,15.136226034,0.200203252,0.3109756098,0.0223577236,0.018800813,0.3633130081,0.4949186992,1
"2734",11.096995393,0.3137254902,0.0292596368,4.9002942319,0.8439467496,0.143,0.205604168,81187,0.6289502395,0.139,0.1994435466,9.8232411933,0.2917458822,0.1044075838,0.0642154896,0.0125291426,0.4891191228,0.4905377357,0.1372137214
"2735",NA,0.3015873016,0.0425366612,4.2371522157,0.8579957855,0.186,0.1715128684,54667,0.5207596351,0.246,0.232370141,11.94933482,0.2282269393,0.2117605744,0.0821367255,0.0136959575,0.2740752302,0.4999609802,0.5711804153
"2736",NA,0.1666666667,0.042408377,4.3506441662,0.8789396171,0.168,0.1655632482,58068,0.4517833554,0.232,0.2553191489,17.857142857,0.1993333333,0.2817777778,0.0124444444,0.0117777778,0.1911111111,0.4835555556,1
"2737",NA,0.0909090909,0.0441749675,4.430523918,0.8380655798,0.193,0.1907886972,48378,0.4223002634,0.23,0.4812121212,8.8202866593,0.2000447277,0.1472660181,0.1101420105,0.0183383652,0.4135077714,0.3783965112,0.3505005562
"2738",28.244363588,0.2352941176,0.0360311621,4.3089110357,0.8799211212,0.187,0.1759630328,57076,0.5059797608,0.183,0.2393535706,14.209417414,0.2243744956,0.2200541233,0.0088306509,0.0139581256,0.1207805156,0.5063381285,0.7285750063
"2739",17.741157573,0.2985611511,0.03906206,4.5695847634,0.8980786714,0.142,0.1880487335,95241,0.6833180021,0.108,0.1510808127,5.6558470979,0.2561732671,0.1390750048,0.0660790874,0.0101327949,0.2708013383,0.5018688558,0.2287623521
"2740",NA,0.28,0.0262321145,4.0724007901,0.6793655854,0.177,0.1799033766,66583,0.4055104203,0.141,0.2670863309,12.785301638,0.3083920747,0.1200228615,0.0443894075,0.0189559916,0.6022575729,0.4778529244,0.314589381
"2741",NA,0.1,0.0625978091,3.8645442939,0.8758756298,0.199,0.166312533,49847,0.4901960784,0.279,0.2651432717,16.625103907,0.2309856824,0.2211371348,0.2090540429,0.0157245717,0.1192584623,0.5153521476,1
"2742",NA,0,0.041015625,4.2870856872,0.8599348534,0.167,0.1669508461,46320,0.658436214,0.315,0.4,0,0.2005813953,0.3042635659,0.0300387597,0.0281007752,0.2093023256,0.4932170543,1
"2743",11.817597945,0.202247191,0.0428214286,5.2317915174,0.8516505369,0.195,0.1759074656,51708,0.6034733273,0.289,0.3360155569,9.1235232263,0.2306435201,0.1593537048,0.168989547,0.008649132,0.2118651907,0.5168665783,0.4782608696
"2744",10.362828534,0.2692307692,0.0387337373,5.1429003543,0.8043561442,0.194,0.1725036912,50822,0.5513153621,0.335,0.2989544436,8.0237353287,0.262555824,0.1670510286,0.1249176367,0.0110000732,0.3088988945,0.4990299436,0.5367132867
"2745",NA,0.2272727273,0.0681957813,5.0678577564,0.8192329708,0.248,0.1628343257,47804,0.417649451,0.291,0.3622584312,10.620047382,0.1950713575,0.2357285098,0.1670262197,0.0111184866,0.0447228676,0.4975107866,1
"2746",24.917319802,0.2448979592,0.037452079,4.9492974354,0.8387198321,0.195,0.1664573345,50579,0.5425467713,0.253,0.2885729331,13.016373227,0.2552338838,0.1842050715,0.0464312858,0.0122987632,0.401091688,0.4961652733,0.2962410096
"2747",21.974537353,0.2342342342,0.0467777812,4.9386621494,0.8449213322,0.153,0.1955173856,60250,0.5876682525,0.253,0.3409940956,6.3725115342,0.237970393,0.1577853353,0.034210661,0.0089742204,0.6544498598,0.5030596518,0.062770048
"2748",NA,0.25,0.0339756592,3.9039961516,0.7630799605,0.168,0.1856322142,69383,0.4226694915,0.156,0.28718802,16.356573298,0.3000208203,0.1288777847,0.0066625026,0.0170726629,0.5759941703,0.4960441391,0.1621567649
"2749",NA,0.05,0.0298189563,4.3355805243,0.8348694316,0.174,0.1899428266,66411,0.5929054054,0.284,0.0574712644,23.296447292,0.2066210046,0.1689497717,0.0325342466,0.0199771689,0.1974885845,0.4805936073,1
"2750",28.285049559,0.1610169492,0.0571821858,4.7059954141,0.8931526668,0.194,0.1927513953,63901,0.5785198151,0.186,0.2326943054,9.558424394,0.2520309888,0.1608543104,0.0890102903,0.0079944427,0.096698613,0.5027550804,0.3606853127
"2751",20.643385515,0.2682926829,0.0377617054,4.6684210526,0.8750449386,0.187,0.1754016935,56809,0.4755715628,0.238,0.1989158259,11.503869483,0.2314716646,0.2025035056,0.0234960156,0.0116967065,0.2095830911,0.5080201101,0.5037840121
"2752",NA,0.1475409836,0.0459030014,5.7335419053,0.837169762,0.194,0.1777957488,59772,0.6245558626,0.188,0.2146013449,11.025358324,0.2304978613,0.2039070424,0.1520483309,0.0085549235,0.0999691317,0.4982140495,0.7186430128
"2753",13.620936049,0.140625,0.0327102178,4.2935886842,0.9027614456,0.158,0.2025102702,95277,0.6603555579,0.1,0.1266496439,8.6754612028,0.2451547933,0.1597018705,0.0167516915,0.0102451849,0.1460798148,0.4970512681,0.6434807249
"2754",NA,0.1818181818,0.0241527074,3.4102695471,0.7105727579,0.161,0.1710443558,57786,0.4679144385,0.185,0.1831298557,12.228676246,0.2761954262,0.1487525988,0.0126819127,0.0168399168,0.6583160083,0.4771309771,1
"2755",NA,0.16,0.0403353369,4.8900615327,0.7590900253,0.183,0.1767968621,54003,0.3865472811,0.24,0.3330638642,7.2760947215,0.248456057,0.1325415677,0.0402443163,0.0157448252,0.7098744486,0.4306073974,0.4371750148
"2756",20.480393224,0.2317073171,0.0553773787,4.5278855975,0.8136873802,0.207,0.1802856812,58894,0.4105184447,0.31,0.3111330049,8.6706872965,0.2015960943,0.1879260163,0.0886865083,0.0216881044,0.1581823303,0.4619847902,0.8884344512
"2757",22.573621438,0.2781954887,0.0320097318,4.9903911813,0.7716907749,0.204,0.1721754594,51028,0.4720611249,0.276,0.3071367481,10.982693677,0.2654416533,0.1413809503,0.1015348696,0.013740326,0.4036490985,0.4834882615,0.1126429023
"2758",NA,0.4444444444,0.0616925065,5.5835311039,0.6162361624,0.223,0.1247437834,43666,0.4763603925,0.383,0.2947882736,9.7719869707,0.2695740024,0.2325307291,0.0186900152,0.0195319077,0.8290958074,0.4854352585,1
"2759",NA,0.15,0.0342077006,4.2761408083,0.8738983788,0.183,0.1752406913,45419,0.5023364486,0.205,0.2356687898,9.5930929731,0.1979256024,0.2506433752,0.02417531,0.015129065,0.1062933791,0.4923964751,1
"2760",13.286955531,0.2258064516,0.0284099869,3.9615765218,0.9385021289,0.14,0.2079937015,77066,0.7339957813,0.084,0.2127362,7.7856715837,0.2366361024,0.1573628028,0.0361228959,0.0098261941,0.2540509101,0.5054331463,0.1697725803
"2761",NA,0.3076923077,0.035495716,3.1955466667,0.8811681772,0.138,0.1912847262,83195,0.3411306043,0.154,0.1007984032,15.370427298,0.2858054226,0.1145135566,0.0277511962,0.0165869219,0.7285486443,0.4535885167,1
"2762",NA,0.1333333333,0.0463692038,3.8890044641,0.8906964921,0.204,0.1415784744,49467,0.2639296188,0.357,0.4070121951,21.231422505,0.1778169014,0.2961267606,0.0165492958,0.0267605634,0.2982394366,0.5045774648,1
"2763",NA,0.2307692308,0.0511275272,5.2940364771,0.8512221041,0.217,0.1552983113,47081,0.5515011547,0.273,0.2185628743,12.115967114,0.2040374285,0.2503898804,0.150927049,0.0189741813,0.0815283313,0.505371686,1
"2764",NA,0.1764705882,0.0340175953,5.2184827073,0.7079365079,0.188,0.1846261306,53969,0.4615568862,0.284,0.378578024,4.1416442328,0.2461061604,0.1237504843,0.036807439,0.0137156141,0.7728012398,0.4234792716,0.1130322756
"2765",NA,0.1666666667,0.0471698113,4.7815279006,0.8384010206,0.182,0.1593378474,50936,0.35,0.282,0.4410019776,5.9206631143,0.2224065139,0.2193908323,0.0554885404,0.0125150784,0.5260856454,0.5091978287,1
"2766",NA,0.6666666667,0.037593985,3.8121476166,0.9179104478,0.155,0.1889542688,70814,0.6234567901,0.133,0.0224719101,0,0.2291407223,0.2316313823,0,0.0261519303,0.1282689913,0.501867995,1
"2767",NA,0.0588235294,0.0383891607,4.9214710066,0.8528037383,0.192,0.161290971,57796,0.444388271,0.266,0.2967934377,10.024767072,0.2393167376,0.2085349502,0.1823587711,0.0121844575,0.229347636,0.507083309,1
