"","alcohol_impaired_driving_deaths","uninsured","mental_health_providers","high_school_completion","some_college","unemployment","children_in_poverty","income_inequality","children_in_single_parent_households","social_associations","injury_deaths","severe_housing_problems","food_insecurity","drug_overdose_deaths","high_school_graduation","disconnected_youth","reading_scores","math_scores","school_segregation","school_funding_adequacy","gender_pay_gap","median_household_income","living_wage","children_eligible_for_free_or_reduced_price_lunch","residential_segregation_black_white","child_care_cost_burden","child_care_centers","homicides","suicides","firearm_fatalities","motor_vehicle_crash_deaths","juvenile_arrests","voter_turnout","census_participation","population","percent_below_18_years_of_age","percent_65_and_older","percent_non_hispanic_black","percent_american_indian_or_alaska_native","percent_asian","percent_native_hawaiian_or_other_pacific_islander","percent_hispanic","percent_non_hispanic_white","percent_not_proficient_in_english","percent_female","percent_rural"
"215","0.5882352941","0.0739698825","0.0033490012","0.9185550819","0.7305898491","0.0447126594","0.213","4.4827045744","0.3457685665","8.7478859276","110.91854419","0.2090503505","0.123","33.00330033","0.875",NA,"2.804805702","2.53544899","0.0399359762","585.4258","0.7762693783","66513",NA,"0.6235864297",NA,"0.2940928841","7.0028011204",NA,"29.61739546","18.486424032","28.808718341",NA,"0.7308922858","0.508","17020","0.1752643948","0.3014101058","0.0118096357","0.0370152761","0.0184488837","0.0020564042","0.1476498237","0.7664512338","0.0239535446","0.4958284371","1"
"216","0.3157894737","0.0974115931","0.0066270898","0.8677163421","0.5844812638","0.0411478364","0.226","5.2098770458","0.2872618798","7.3380428235","132.123828","0.2367920386","0.128","59.065179941","0.8540638075","0.1225490196","2.475187327","2.370012146","0.1259159976","-4149.636667","0.9025463049","63621",NA,"0.7314684219","82.940311673","0.339321922","8.4645669291","6.6664932294","21.592229945","16.145941115","21.788051043",NA,"0.6946069397","0.543","89783","0.2084693093","0.246238152","0.0073621955","0.0661038281","0.0243364557","0.00262856","0.2795518082","0.6219774345","0.0442918296","0.5040152367","0.4846453641"
"217","0.2743055556","0.0972942815","0.0023998841","0.7144145802","0.4901511502","0.0767700359","0.26","4.3826115155","0.270587949","3.7003291897","67.369795468","0.218990222","0.138","18.141008996","0.9126159373","0.1019673461","2.675983771","2.46297682","0.1034996147","-14248.36132","0.8729009787","65253",NA,"0.7487849898","46.244812013","0.3252724013","5.3889074348","7.8321208242","9.0489174803","9.9221256932","20.073051384",NA,"0.5951235542","0.648","290014","0.285899991","0.1172977856","0.0292916894","0.0262987304","0.079834077","0.0042170378","0.6319901798","0.2402332301","0.1369656707","0.4920279711","0.1679895591"
"218","0.1176470588","0.089707583","0.0039948302","0.8828136999","0.5845435685","0.0547686497","0.28","3.7720075253","0.2116564417","0","138.94899888","0.123783032","0.136",NA,"0.875",NA,"2.616484834","2.354169193","0.010717266","-3343.223","0.6268479885","51166",NA,"0.6021276596","65.600465252","0.3720830239","17.467248908",NA,NA,NA,"19.46124779",NA,"0.6386764706","0.484","8511","0.18258724","0.3040770767","0.0084596405","0.055105158","0.0144518858","0.0039948302","0.1601456938","0.7531429914","0.0255071056","0.5032311127","1"
"219","0.5333333333","0.1061213081","0.0024657112","0.8716244287","0.706560527","0.037374553","0.106","3.1127067423","0.098844161","3.7744394957","63.700578967","0.1636188643","0.08",NA,"0.95625",NA,"2.537874285","2.283151162","0.0482453831","3846.5315","0.9819763045","79105",NA,"0.4745430809",NA,"0.3432779217","16.438356164",NA,"14.693709772",NA,"10.14888413",NA,"0.6615611193","0.223","12978","0.1692094313","0.1846201264","0.0080135614","0.0301279088","0.0218061335","0.0036985668","0.2734627832","0.6520265064","0.0395587076","0.4627831715","0.4660856385"
"220","0.3846153846","0.1197061257","0.0045719381","0.7336362401","0.5140545217","0.0593763465","0.164","4.2001725838","0.1916388672","5.5107757389","59.702370584","0.2939728917","0.098","19.964800521","0.8611823022","0.0755431841","2.547813625","2.420091482","0.2783808956","-8644.799737","0.9066683483","91450",NA,"0.7370699835","57.906124633","0.2737998907","4.6667107963","8.4402791138","9.6263207711","9.0082098803","11.133286457",NA,"0.69230087","0.636","432858","0.2540717741","0.1520152105","0.0224946749","0.02611711","0.0681447495","0.0056808468","0.6082479705","0.2812816212","0.1689784945","0.4905788965","0.1425330555"
"221","0.256097561","0.0791088393","0.0067237528","0.8439714146","0.6626583387","0.0320699708","0.093","4.4464473684","0.1990935341","7.7088549047","62.001489195","0.2240899247","0.078","14.149240332","0.9090924756","0.0236004391","2.787234226","2.66106926","0.1748259038","2787.3836667","0.9948813197","98580",NA,"0.5033436891","69.191314457","0.2896936498","9.1564094866","1.4360034792","11.027050546","7.098301333","8.6160208754",NA,"0.7498830744","0.695","134300","0.1920997766","0.2133283693","0.0199329859","0.0128518243","0.0939240506","0.0043335815","0.3596798213","0.4997319434","0.0748914478","0.4989352197","0.1472550881"
"222","0.3780487805","0.0631789556","0.0107240965","0.9507765135","0.7174578517","0.034328389","0.118","5.0170454545","0.1536950367","9.4697884758","95.350327854","0.1982158133","0.091","31.699070161","0.8968810289","0.0703231062","2.977734607","2.804696127","0.1396136939","1495.4951875","0.7970528842","80069",NA,"0.3943738376","79.163188189","0.2874146049","9.0068736667","2.8557476204","20.798164734","13.337102226","14.135950721",NA,"0.8125745121","0.613","102293","0.167460139","0.2947317998","0.0055331254","0.0131094014","0.0173423401","0.0021604606","0.1039758341","0.8360102842","0.0117721403","0.5045995327","0.4820473196"
"223","0.2810457516","0.0786328558","0.0038182474","0.8682891071","0.7339397464","0.0316308815","0.11","4.7426277047","0.1848009032","6.5723659476","48.046400498","0.2617307692","0.084","20.956098603","0.9138366841","0.0467199438","3.098798989","2.982585308","0.2395538633","-625.0222519","0.8197427669","106047",NA,"0.4648391898","49.241691942","0.2869388102","6.4730609666","2.2178201716","9.9137994748","4.9097592544","7.1033226185",NA,"0.7267207609","0.738","3151184","0.2077051039","0.1638542846","0.0175416605","0.010529693","0.2331428441","0.0038575977","0.3402413188","0.3800282687","0.0883321231","0.503471711","0.0024982829"
"224","0.3020134228","0.0386490825","0.0037723926","0.9494763257","0.8010664396","0.0306052429","0.055","4.6228596744","0.1494689093","7.3490177056","55.447003202","0.1595923549","0.069","17.139386888","0.8994591462","0.0605359078","3.231680466","3.061742309","0.0681726601","1925.7786643","0.7810150077","106114",NA,"0.2383862539","52.43923345","0.2577322502","10.250240616","1.8189649653","12.297258801","7.3762076658","8.0034458472",NA,"0.8081959605","0.669","417772","0.2158569746","0.2065600375","0.0191707439","0.0106086574","0.0974814013","0.0031213198","0.154931398","0.6836192947","0.0174798728","0.5077362772","0.1458124866"
"225","0.4615384615","0.060130719","0.0027905535","0.9409950118","0.7329145729","0.0648896069","0.18","4.2176560588","0.3386103782","11.046949536","115.50375387","0.150060024","0.121","31.201788903","0.825",NA,"2.731330603","2.611946045","0.0578148303","2191.089","0.6641953031","66725",NA,"0.5282745288","74.361303509","0.2853203447","11.682242991",NA,"18.478921978","12.600409513","22.680708545",NA,"0.728802589","0.4","19351","0.1689835151","0.3197767557","0.009198491","0.0322463955","0.0114722753","0.0019120459","0.1045940778","0.8193375019","0.0059663328","0.4979587618","1"
"226","0.2973523422","0.0920275062","0.002696954","0.8312227102","0.5767928387","0.0416796864","0.133","4.5107978573","0.2176516916","4.230402356","65.521475367","0.2447668774","0.085","26.758768956","0.9036025204","0.0827231001","2.854718527","2.660877171","0.1297009829","-2768.401536","0.8118065027","86350",NA,"0.6756472112","42.42254316","0.2707817024","3.7959368186","4.5537447509","11.540680281","8.6315228911","12.722317809",NA,"0.6271224175","0.654","2473902","0.2399258338","0.1531802796","0.0629491386","0.0199575408","0.0780224924","0.0048284047","0.520314871","0.3131166877","0.0745498178","0.49718178","0.0547348528"
"227","0.2511904762","0.0599907932","0.0043865269","0.8837604616","0.6794561653","0.0391811179","0.154","4.553339557","0.2491036329","7.0362214358","68.723570023","0.2119739918","0.101","23.573841121","0.8696854165","0.0694521726","2.816695552","2.653576835","0.1275540913","-3204.976618","0.8784423277","83985",NA,"0.5452510433","46.544834689","0.2977555516","7.0015806752","6.4055560551","12.273021571","9.920590243","11.930464027",NA,"0.6809244665","0.728","1584169","0.2267144478","0.1538535346","0.0966279482","0.0159875619","0.1825998363","0.0133704169","0.2447813333","0.4144993369","0.0625119669","0.5065457031","0.0239922274"
"228","0.2830188679","0.0773562999","0.0012281922","0.8369030733","0.5807136077","0.05","0.083","3.7685489493","0.191714251","3.5994420865","63.731225447","0.222675367","0.071","17.567427922","0.8700451467",NA,"2.945999103","2.69517086","0.0667000069","-4947.0244","0.6922046611","106560",NA,"0.5302793684","53.057969294","0.2222503754","4.3520309478","3.4594654434","9.6556529009","8.5609108809","18.450482365",NA,"0.7265625","0.663","67579","0.2500184969","0.1349531659","0.0120303645","0.031577857","0.0543364063","0.0058894035","0.6244839373","0.2936415159","0.0906440455","0.4937036653","0.2273513059"
"229","0.2233796296","0.0950202025","0.0029649134","0.8139409624","0.5735381922","0.0409928884","0.182","4.4336283186","0.2439623893","4.2283490757","63.802529793","0.2530737865","0.097","20.246868591","0.876062879","0.0876348949","2.769315074","2.558269655","0.1555515295","-2353.081741","0.8380063409","78779",NA,"0.675963716","43.145347287","0.2796557458","4.2233630285","7.0245034468","10.868910624","11.098886118","15.18348069",NA,"0.6077199574","0.641","2193656","0.254252262","0.1246863683","0.0796036389","0.0217162582","0.0890198828","0.0050664279","0.5623493383","0.2468914907","0.0754728011","0.4978059459","0.0538146746"
"230","0.2461082283","0.074010344","0.0049917466","0.8871213933","0.740633255","0.0344430597","0.126","4.6461805556","0.21212535","6.4210459366","59.508801455","0.2522541246","0.09","22.326391965","0.8664352125","0.0534257003","3.086290833","2.930545158","0.1897273846","-2870.64197","0.8625626862","98365",NA,"0.4874663435","51.119017638","0.2956641082","6.2557655373","2.8939832454","11.815358262","6.725618506","8.2562374907",NA,"0.6976440286","0.717","3276208","0.207442873","0.1547618466","0.0468447058","0.0135220352","0.131392146","0.0059510874","0.3500507294","0.4338170837","0.0603714426","0.4931652691","0.043946373"
"231","0.0733333333","0.0441416992","0.0109223106","0.8878844936","0.8830441978","0.0254984867","0.079",NA,"0.2114049587","9.433256338","77.533627151","0.2344673331","0.101","58.634071896","0.8670201778","0.0214983713","3.014964547","2.97437134","0.1897401634","-1505.725","0.8281351583","135366",NA,"0.5053501166","61.379902825","0.3285906358","11.146288495","4.9120390616","8.6344017485","5.1950762683","4.5823720105",NA,"0.6795976527","0.648","808437","0.1369308926","0.1823840324","0.0513719684","0.0080340212","0.372693234","0.004592813","0.1585305967","0.3788569796","0.1084449923","0.4861269338","0"
"232","0.283557047","0.0768136368","0.0029487071","0.8023207274","0.5268212959","0.052456608","0.16","4.5422980345","0.2255851727","4.4590263615","72.060810837","0.2415509109","0.108","21.340576196","0.8273265807","0.0933834489","2.649964424","2.495588017","0.1341654056","-8275.090146","0.8402822534","84738",NA,"0.5904628703","49.825748927","0.2768179565","5.6482233598","9.5501138434","11.020576851","12.023232343","16.78849378",NA,"0.6168181138","0.662","793229","0.2612083018","0.1347290631","0.0702583995","0.0208842591","0.1950206057","0.0089015908","0.4308390137","0.2728606745","0.0925391353","0.4984676556","0.077513401"
"233","0.3741935484","0.0653220665","0.0072159794","0.9205073683","0.7086871223","0.0302835944","0.107","4.6792769956","0.182728949","8.5817508891","69.353515065","0.2024565862","0.084","29.698804623","0.9024215578","0.0173461439","3.054314624","2.908190467","0.0894437541","-3053.047556","0.7797008929","88578",NA,"0.5018903592","65.696916343","0.29526519","9.6720924746","1.7674785958","16.362434715","9.6755922239","9.5443844175",NA,"0.7249676585","0.675","282013","0.1699957094","0.223397503","0.0159957165","0.0145489747","0.0424271222","0.0019148053","0.2410137121","0.6714725917","0.0300409582","0.4947644258","0.1908796703"
"234","0.1949685535","0.0471692864","0.0046737367","0.9058116123","0.7980032579","0.0241828581","0.072",NA,"0.1532934291","6.3424259508","41.853720196","0.2327321056","0.066","15.865516984","0.8893157424","0.0464944431","3.204949859","3.168701726","0.1855138601","3264.5665435","0.8823133693","143795",NA,"0.3035232904","59.092668893","0.2834729998","9.7336434034","2.1186218234","7.9908912269","4.2326940651","5.3809244541",NA,"0.7402335908","0.761","729181","0.1926791839","0.1831602853","0.0219643682","0.0090498792","0.3284698861","0.0143462323","0.237658414","0.3670871841","0.0657078757","0.5013762015","0.0170516534"
"235","0.3193717277","0.1007605621","0.0065857511","0.8211528981","0.6417541413","0.0349951054","0.161","4.8452164895","0.2331144657","7.637605689","63.473804401","0.2786056234","0.089","22.052117751","0.9078223254","0.0529146588","2.724552313","2.578195598","0.1995174955","-627.1225833","0.8971045744","89334",NA,"0.6159564958","53.002846835","0.3433743032","6.4802679482","3.7779875237","11.688219526","7.1223252645","9.0607666881",NA,"0.7056053535","0.699","443837","0.2194611986","0.1669216402","0.0168710585","0.0217241915","0.0609525569","0.0027284791","0.4745368232","0.4229165212","0.1023896413","0.4982279531","0.0556947453"
"236","0.2346938776","0.044367414","0.0043560874","0.8928317697","0.815023911","0.0264858924","0.069",NA,"0.158875414","6.024901512","43.725696078","0.2242745725","0.07","14.666639862","0.8917185152","0.0351594017","3.242525267","3.23576742","0.2050518903","1090.7036241","0.7344321247","150502",NA,"0.3279987661","50.239192726","0.2540962911","7.8926029372","2.4565207002","7.8638488971","4.1474802286","6.9229219733",NA,"0.7253930764","0.749","1870945","0.2031914353","0.1511626478","0.0242342773","0.0117518153","0.4142580354","0.0050258025","0.2471980737","0.282875766","0.0869042239","0.4894585357","0.0131888348"
"237","0.3076923077","0.0774437304","0.0095056171","0.8871016978","0.730269389","0.0476094653","0.12","5.2768392103","0.2053089921","7.5431678318","72.515836665","0.2555180473","0.09","24.293095582","0.854735459","0.0251232055","2.728576905","2.621941286","0.2718248618","-291.2986545","0.8000120236","99256",NA,"0.5031684005","72.779200851","0.3027222536","10.019120459","3.2462415591","12.666784234","6.0980896081","8.9009849202",NA,"0.7454489307","0.7","264370","0.1805348565","0.1914702879","0.0102016114","0.0194802739","0.0533721678","0.0021711995","0.345179105","0.5596436812","0.0626485708","0.501074252","0.1329316513"
"238","0.3081395349","0.0741928049","0.0050461504","0.9189575041","0.6731784819","0.0458200016","0.158","4.8586044166","0.2382171475","8.0707591455","112.40480822","0.2132825182","0.124","29.746178263","0.8621472912","0.0954601227","2.985156432","2.76088453","0.0480663528","1508.1251389","0.7997398188","66312",NA,"0.5422117432","59.987967249","0.3102907468","7.7944572748","5.6332619522","26.101699742","17.864930033","18.089911621",NA,"0.6832083517","0.657","180930","0.2146244404","0.2162272702","0.0111977008","0.0324269054","0.0352401481","0.0024042447","0.1172995081","0.7733764439","0.0095843111","0.5057038634","0.3379155115"
"239","0.125","0.0671641791","0.0024867889","0.9355269008","0.3397027601","0.0416666667","0.136","4.5686288509","0.4802955665","0","125.04936159","0.204","0.087",NA,NA,NA,"2.74086402","2.667814929","0.0258955815","2285.006","0.8744384162","63939",NA,"0.4186046512",NA,"0.2977525454","9.7087378641",NA,NA,NA,NA,NA,"0.7930184805","0.44","3217","0.1656823127","0.3176872863","0.0037301834","0.0261112838","0.0099471557","0.0018650917","0.1311781163","0.8122474355","0.0078875171","0.4933167547","0.9876390606"
"240","0.3529411765","0.0744913928","0.0052450756","0.905551752","0.6186907648","0.0571188071","0.177","4.9516640972","0.2549440615","10.879912961","124.03938136","0.1719197708","0.137","25.209698859","0.8665222772",NA,"2.74286095","2.566561338","0.1283106456","-3961.209455","0.7778469529","51593",NA,"0.6297594392","54.163881462","0.3900722966","12.494422133","7.1981049353","22.938874611","18.766105667","26.829300213",NA,"0.692900369","0.566","43660","0.198946404","0.277989006","0.0133531837","0.0512826386","0.0184379295","0.0042372881","0.1409757215","0.7382272103","0.0134364335","0.5014429684","0.7091387603"
"241","0.286407767","0.0572387928","0.0045326208","0.8887869117","0.6458672425","0.0420518702","0.117","4.0212316135","0.2430405118","5.1802459953","66.387831816","0.2029234738","0.083","20.575000706","0.8638259283","0.0667280258","2.758440382","2.5761869","0.0964827223","-1575.106286","0.8534133405","92711",NA,"0.4517696158","43.705534748","0.270701427","5.3420000747","7.8018121394","12.527414907","11.74966337","10.819797082",NA,"0.6575229153","0.707","448747","0.2165050686","0.1764580042","0.1323195475","0.0130830958","0.1740045059","0.0109438058","0.291025901","0.3440825231","0.048897655","0.5003376067","0.0445631777"
"242","0.3417085427","0.0768040412","0.0055754688","0.892377364","0.6855663462","0.0312876344","0.094","4.3623404801","0.2123344724","7.1209972689","63.697330977","0.2197025826","0.083","27.550233259","0.8538439908","0.0556718292","2.971439214","2.756443069","0.1419645478","-2831.882214","0.8892643834","96312",NA,"0.4065447001","54.34153291","0.2927568735","7.9361729073","2.2704953157","13.864152894","7.3559100493","9.081981263",NA,"0.7515145574","0.69","482650","0.1867750958","0.2188045167","0.0168590076","0.0226831037","0.0498974412","0.004350979","0.2886004351","0.6063752201","0.0546178597","0.5073262198","0.1363224462"
"243","0.3127962085","0.0863661876","0.0026103125","0.8032964056","0.5422011483","0.0542397926","0.185","4.3292649184","0.2271295508","5.5515471095","65.7107115","0.2324038324","0.11","22.796812074","0.8620356788","0.0762356711","2.696782368","2.513749293","0.0988177497","-5667.661845","0.8506217774","75249",NA,"0.66243308","47.763608956","0.2879905381","4.3311248034","3.8367156461","11.102979734","7.5959837962","16.416966948",NA,"0.6252661586","0.693","551275","0.2646465013","0.1383157226","0.027389234","0.0214412045","0.0657512131","0.0095904948","0.5032116457","0.3700766405","0.0905650617","0.5002058864","0.0817051863"
"244","0.2897196262","0.0870594202","0.0040506381","0.795540578","0.59503405","0.0655313087","0.18","4.3095612708","0.2518239492","5.8548600386","72.65258071","0.1924198251","0.117","20.176527517","0.8519432773","0.0974576271","2.766643056","2.528529305","0.1219233743","-5085.199755","0.842471962","66071",NA,"0.6213486094","38.299467853","0.3363502898","6.9487337863","5.0074522672","11.028655878","9.4674751067","18.262472974",NA,"0.6865330435","0.696","98503","0.2497690426","0.1645533639","0.0212683878","0.0238266855","0.1820553689","0.0044161092","0.3325482473","0.4230124971","0.0964000862","0.4997614286","0.1506528961"
"245","0.367816092","0.0765178123","0.0020997778","0.8708264793","0.604075878","0.0484942685","0.193","4.6599421347","0.2621490803","4.580292528","107.45762082","0.2242497972","0.134","16.916483832","0.8630181347",NA,"2.623942785","2.475853203","0.098792949","-5223.252562","0.8732487935","58900",NA,"0.6604625949","71.86335801","0.3282852292","9.188763455","6.229115777","21.558638987","20.748301426","21.579436799",NA,"0.6185360603","0.628","65245","0.2370296574","0.2041842287","0.0082764963","0.0341175569","0.0161085141","0.0027281784","0.2839911104","0.6442179477","0.0350169332","0.5002222393","0.5703261481"
"246","0.4285714286","0.0668622744","0.0032317344","0.9525213096","0.4842398022","0.0459317585","0.244","4.9858019027","0.3671664744","5.603985056","176.2783983","0.2145886344","0.147","32.050491852","0.8418699187",NA,"2.796335683","2.50596446","0.0841212216","-2208.701","1.2941026945","49485",NA,"0.6506276151",NA,"0.3847226432","8.2644628099",NA,"37.633166854","31.912468657","46.914550057",NA,"0.6100389864","0.302","15781","0.1737532476","0.3059375198","0.0047525505","0.0513275458","0.0265509157","0.0022812243","0.0771814207","0.8050820607","0.0284725397","0.4845700526","1"
"247","0.3693467337","0.1031912967","0.0032248337","0.7349374001","0.5136462839","0.0816652126","0.243","4.4366947077","0.249098686","4.5906752695","63.613150076","0.2607069654","0.136","14.448318577","0.8880652588","0.0881013149","2.659397716","2.509049881","0.1276462531","-16094.84432","0.8564612485","64313",NA,"0.7534679356","58.685068831","0.3161569201","3.4945792747","7.9997964803","8.9554956344","9.7340927633","17.777325512",NA,"0.5625837834","0.631","477544","0.2958701188","0.1181943444","0.0133265207","0.0282319535","0.041550098","0.0025254217","0.6699340794","0.2601310036","0.127036693","0.4981237331","0.2005613833"
"248","0.3818181818","0.0606367931","0.0024206415","0.9245924236","0.6504945831","0.0446244403","0.151","4.4157439958","0.2206911401","7.7047124171","94.667202749","0.1874863745","0.11","23.664617756","0.843",NA,"2.809137998","2.662556302","0.0295497125","-1405.734024","0.759917421","70108",NA,"0.4567774936","63.63590566","0.3065841273","9.6735187424","3.148755061","19.030153073","14.985927848","13.907001519",NA,"0.6847877491","0.557","54531","0.1721222791","0.2811428362","0.0158808751","0.0232528287","0.016064257","0.0029524491","0.1361610827","0.7880104894","0.0060444782","0.4853202765","0.4783710895"
"249","0.3869731801","0.0960271942","0.0048041989","0.8536982572","0.6570635292","0.036795192","0.125","4.3532695196","0.1872668968","6.3945014432","58.454288109","0.2292004123","0.08","23.346208042","0.8734083446","0.060091458","2.80777066","2.647797976","0.2114569778","-4421.184211","0.8546383683","101981",NA,"0.5380317552","49.148577164","0.2735509556","6.3245923685","3.2869003872","10.176599769","6.757448019","8.6639323027",NA,"0.7419088811","0.746","832605","0.2161024736","0.1750313774","0.0180529783","0.0191711556","0.0819103897","0.0029209529","0.4446286054","0.4299673915","0.0886475083","0.5016520439","0.0336685853"
"250","0.3134328358","0.0664034637","0.0043265876","0.8787850627","0.7189976942","0.040446304","0.145","5.8408808621","0.2097465272","6.7285446987","48.689842059","0.2295114923","0.096","13.998484512","0.907877907","0.0466027133","2.903701358","2.665875811","0.1280986502","-1685.5006","0.8673280423","82359",NA,"0.5400685162","46.764465567","0.3634454037","9.5602294455","2.5564449945","9.3679540034","5.2884098116","10.815728823",NA,"0.6559293467","0.716","222115","0.1953627625","0.1346419647","0.0267789208","0.0179276501","0.1603583729","0.0056637328","0.3229273124","0.4399162596","0.0629947246","0.5137158679","0.0804794758"
"251","0.2298850575","0.071415632","0.0025382517","0.826627907","0.6181473684","0.0550702621","0.19","4.442369186","0.2271762208","3.5962167799","91.613581965","0.1944391905","0.122","22.70391209","0.7903762828","0.0898639137","2.693549939","2.617696474","0.0608216321","-1301.1805","0.8062460056","63626",NA,"0.6280699413","45.556309685","0.3134096124","4.5535859489","7.6770099143","18.759671228","15.604511214","21.38595619",NA,"0.5688430699","0.617","84310","0.2693986478","0.1324398055","0.0421065117","0.0293559483","0.083525086","0.006559127","0.3115288815","0.502241727","0.0437276933","0.4897758273","0.2951271836"
"252","0.3465036061","0.093114804","0.0045652976","0.9254075064","0.7377314348","0.030336234","0.111","4.3884719616","0.2151215943","8.5993473236","88.500351554","0.1587559652","0.092","25.652351143","0.8167566144","0.0653275821","3.144153798","3.031961716","0.1850816458","-161.1875","0.8173741934","89096",NA,"0.3833817228","65.204577155","0.3137372007","12.282468237","4.7481799966","21.716014928","15.68969712","11.300870013","8.4137099552","0.7896003226",NA,"5839926","0.2081490416","0.1565153394","0.0412919616","0.0167515821","0.0375472223","0.0022265693","0.2251680929","0.6647135597","0.0252469882","0.4923661704","0.1397329345"
"253","0.3708609272","0.132001261","0.0039975359","0.848145765","0.5955046504","0.0336502851","0.142","3.7613692293","0.2424009871","4.3857969127","85.065755052","0.1758622751","0.09","28.151058967","0.7949295885","0.0875561913","2.82621435","2.685074427","0.1306202842","-2938.251686","0.8462708781","89849",NA,"0.5036472807","55.233985775","0.3572215606","6.757530638","6.0325426213","21.194092669","14.410682705","11.419743474","4.9190938511","0.7158754158","0.695","527575","0.2454589395","0.1132881581","0.0350149268","0.02433019","0.0469677297","0.002714306","0.4239624698","0.4679543193","0.0549738812","0.4906525139","0.0404101838"
"254","0.3529411765","0.1342266636","0.0142237223","0.8981339859","0.635744481","0.0362770246","0.212","5.1938097406","0.24707081","10.273765637","120.44674794","0.1794871795","0.121","49.019607843","0.7268707483",NA,"2.957987264","2.931426265","0.078823043","-2235.1365","0.9256061324","53942",NA,"0.5597779675",NA,"0.2971339587","6.9101678184","11.27063393","30.012499015","18.249507263","17.339436815","6.1111111111","0.6792518486","0.543","16592","0.2422854388","0.1482642237","0.012355352","0.0574975892","0.0162729026","0.0030135005","0.4899349084","0.4538934426","0.0234944814","0.5039778206","0.3304225696"
"255","0.3939393939","0.0981967995","0.0046187299","0.9218873936","0.7276983475","0.0308117953","0.1","4.0515497103","0.2307388358","8.0317605741","77.868135323","0.1632146844","0.083","21.07730954","0.8385741297","0.0686054277","3.106546128","3.021048461","0.1365344131","-2166.744429","0.8326133909","93525",NA,"0.4071030856","49.896586709","0.3591659984","8.1411474652","5.2743395876","18.683787114","13.851395972","9.2025088202","5.7954545455","0.7784006669","0.74","655808","0.2218362692","0.1460046233","0.1093810993","0.0123298282","0.0688051991","0.0035315214","0.2098663023","0.5728658388","0.0403346726","0.4995791451","0.0206359626"
"256","0.3333333333","0.1199317543","0.0023566379","0.9451857541","0.5517598344","0.0315231409","0.17","3.8409693416","0.2097315436","10.152284264","94.073377234","0.1795989538","0.103",NA,"0.925",NA,"2.884501324","2.649992958","0.0181545376","-668.8965","0.8540610044","66025",NA,"0.4499396864",NA,"0.3526845892","10.067114094",NA,"30.542675537","24.603806354","16.966946268","4.1666666667","0.8324078289","0.434","14003","0.170177819","0.2825823038","0.0062129544","0.0380632722","0.0112118832","0.0015710919","0.1841034064","0.7639791473","0.0033225158","0.4968935228","0.5784115578"
"257","0.1538461538","0.126388357","0.0002913753","0.8582268371","0.6124567474","0.0174587779","0.264","6.0773824334","0.1106821107","19.920318725","168.56773614","0.1242774566","0.135",NA,NA,NA,NA,NA,"0.077970548","-5038.704467","0.7597552575","47147",NA,"0.6",NA,"0.1977220184","29.239766082",NA,NA,NA,"40.03202562","16.666666667","0.8180147059","0.495","3432","0.2258158508","0.2470862471","0.0101981352","0.0241841492","0.0040792541","0","0.1273310023","0.8155594406","0.0021033654","0.4988344988","1"
"258","0.1428571429","0.0701427685","0.0007408779","0.8339976553","0.3156199678","0.0355129651","0.291","4.2725194805","0.1500535906","5.2092377149","115.74074074","0.1303191489","0.166",NA,"0.5332592593",NA,"3.101427599","3.090565411","0.0453811664","-3641.96595","1.0858587224","42958",NA,"0.5635276532",NA,"0.356185111","14.150943396",NA,NA,NA,"24.873765639","22.5","0.4858974359","0.577","5399","0.161140952","0.1965178737","0.0592702352","0.036673458","0.0157436562","0.0012965364","0.3341359511","0.5665864049","0.0133108361","0.3680311169","1"
"259","0.2913385827","0.0712618072","0.0088466659","0.9572952103","0.8476623346","0.0252120407","0.086","5.2597043719","0.1897687267","9.4980017782","68.954864904","0.1850586896","0.085","14.955591051","0.9106401313","0.0498724385","3.360225777","3.297308361","0.134832832","3052.968","0.794765126","96584",NA,"0.2631503818","54.672706306","0.3722252133","17.818959373","1.8916897629","18.219274521","11.094071598","7.9626941182","6.2","0.8361840237","0.749","327468","0.1728871218","0.165906287","0.0105475955","0.0089627078","0.0514615169","0.0008214543","0.1405633528","0.7691285866","0.0132477006","0.4944696886","0.0940264483"
"260","0.5789473684","0.0502202643","0.0024697521","0.96260983","0.8731694209","0.0260210804","0.055","3.6201599077","0.1495473975","6.5051443744","59.611848136","0.1136029412","0.071","14.218487703",NA,NA,"3.571602078","3.442566272","0.0370396886",NA,"0.7629021248","114746",NA,"0.1951424568","56.161472833","0.329588831","12.873185429","3.0786408006","15.753681768","10.403954628","4.3100971209","3.0769230769","0.9138154027","0.757","76121","0.2020861523","0.1570919983","0.013964609","0.0087623652","0.0756164528","0.0016158485","0.138871008","0.7440785066","0.0128909522","0.4948831466","0.0039534758"
"261","0.2","0.1018518519","0.0029669189","0.9304319794","0.6172296622","0.0270737913","0.112","4.5358987009","0.3644125683","16.439175052","88.332208504","0.1710982659","0.097","19.642827912","0.875",NA,"2.954680904","2.594055749","0.0230371406","3413.2175","0.8670511029","75151",NA,"0.2655637788",NA,"0.3480592407","13.404825737",NA,"35.475444603","19.849934495","10.832514877","11.333333333","0.8266345285","0.582","20223","0.1471591752","0.2599515403","0.0171586807","0.0178015131","0.0103347673","0.0009395243","0.1028037383","0.8448795925","0.0158535937","0.4688720763","0.4356644075"
