"","alcohol_impaired_driving_deaths","uninsured","mental_health_providers","high_school_completion","some_college","unemployment","children_in_poverty","income_inequality","children_in_single_parent_households","social_associations","injury_deaths","severe_housing_problems","food_insecurity","drug_overdose_deaths","high_school_graduation","disconnected_youth","reading_scores","math_scores","school_segregation","school_funding_adequacy","gender_pay_gap","median_household_income","living_wage","children_eligible_for_free_or_reduced_price_lunch","residential_segregation_black_white","child_care_cost_burden","child_care_centers","homicides","suicides","firearm_fatalities","motor_vehicle_crash_deaths","juvenile_arrests","voter_turnout","census_participation","population","percent_below_18_years_of_age","percent_65_and_older","percent_non_hispanic_black","percent_american_indian_or_alaska_native","percent_asian","percent_native_hawaiian_or_other_pacific_islander","percent_hispanic","percent_non_hispanic_white","percent_not_proficient_in_english","percent_female","percent_rural"
"1759","0","0.08","0.0048192771","0.9513513514","0.7544483986","0.0165016502","0.19","4.0609318996","0.1522491349","0",NA,"0.0308943089","0.088",NA,NA,NA,NA,NA,NA,"1563.043","1.084738113","55648",NA,"0.4504132231",NA,"0.3114217941",NA,NA,NA,NA,NA,"0","0.7508928571","0.486","1245","0.2200803213","0.2915662651","0.0016064257","0.0088353414","0.0040160643","0","0.0184738956","0.9646586345","0.0073409462","0.5060240964","1"
"1760","0.3125","0.125917308","0.001062624","0.8052575107","0.5597196831","0.0258037809","0.106","3.7255443662","0.1696525516","11.273957159","74.444475658","0.1332703214","0.095",NA,"0.8493087558",NA,"3.070204473","2.994653739","0.1494440614","2230.534925","0.8078200321","72948",NA,"0.4747756113",NA,"0.2375664857","5.3134962806",NA,NA,NA,"28.054144499","29.411764706","0.6109052409","0.671","14116","0.2672145084","0.1670444885","0.0097761405","0.0155851516","0.0293992632","0.0049589119","0.2802493624","0.6658401814","0.0729362277","0.483068858","0.5130842429"
"1761","0.3548387097","0.0558086026","0.0013024477","0.9570495395","0.8123922707","0.0226940995","0.067","3.6738982605","0.1625554188","6.3592840377","45.650481949","0.0961367013","0.077","8.0776862697","0.9417167684","0.0421023916","3.182251468","3.206275322","0.1580806332","3977.80475","0.7798204606","98619",NA,"0.291780659","39.859967057","0.2560662753","8.1245254366","1.9378598121","11.904542427","7.1629561841","7.9839824259","10.978723404","0.7404457859","0.779","196553","0.2608304122","0.1298631921","0.0420751655","0.0086948558","0.0280382391","0.0014296398","0.1128397938","0.7840328054","0.0104726718","0.4946502979","0.0515676481"
"1762","0.0869565217","0.0647423793","0.0003460507","0.9526604069","0.7394488341","0.0207561795","0.076","3.6055114572","0.1063165626","16.237328301","68.107351913","0.0807962529","0.084",NA,"0.9517123288",NA,"3.227895243","3.398173104","0.0447329246","3265.09368","0.7776536833","86179",NA,"0.2361930295",NA,"0.2010930737","7.3099415205",NA,"16.183942172",NA,"21.89693841","2.4","0.7900124069","0.631","23118","0.2471667099","0.1850506099","0.0057098365","0.0053637858","0.0045419154","0.0000865127","0.0255212389","0.945972835","0.0040489687","0.4861147158","0.7853487746"
"1763","0.25","0.102037913","0.0030896273","0.8912854841","0.6658473783","0.026362428","0.231","4.3532683224","0.2781733921","14.267729752","93.847408583","0.1467076083","0.109",NA,"0.8686325678",NA,"3.038603628","3.201795957","0.0632341957","3838.241","0.8170959908","56853",NA,"0.5168269231",NA,"0.3048212056","9.8374679213",NA,"19.784137951","11.172310546","26.22200503","58.5","0.5888465931","0.646","35603","0.2425919164","0.206106227","0.0080049434","0.0414290931","0.009437407","0.0012639384","0.2553155633","0.7024688931","0.0148375846","0.5105749515","0.30428999"
"1764","0.2413793103","0.0621076233","0.0016956817","0.94170646","0.736327609","0.0221873599","0.073","3.4872386815","0.162818955","15.338294609","70.477863019","0.1056910569","0.086",NA,"0.9643364929",NA,"3.331263426","3.708863459","0.0239776138","4147.3523333","0.7540806452","77778",NA,"0.2335584785","70.437424827","0.2228136491","12.048192771",NA,"13.805240513",NA,"11.575413821","16.842105263","0.6981290569","0.757","17692","0.2341736378","0.1814944608","0.0077436129","0.0047479087","0.0050305223","0.0001695682","0.0290526792","0.9410468008","0.0013198152","0.4828736152","0.5756147425"
"1765","0.8333333333","0.1258531259","0.0036028823","0.8970792768","0.6826826827","0.0202846975","0.237","3.9387944001","0.163963964","27.477919529","103.96611475","0.1060606061","0.121",NA,NA,NA,"3.235043884","3.174107885","0.0429770353","3907.616","0.6893886156","55388",NA,"0.7010443864",NA,"0.3128836571","8.8495575221",NA,NA,NA,"30.199868219","20","0.6646766169","0.517","4996","0.2163730985","0.2678142514","0.0058046437","0.112489992","0.0090072058","0.0022017614","0.067253803","0.7938350681","0.0010508617","0.4913931145","1"
"1766","0","0.0815090824","0.0003355705","0.9087117702","0.6880733945","0.022754491","0.197","3.8371397695","0.2236628849","20.24291498",NA,"0.0848056537","0.105",NA,NA,NA,"2.842475108","3.240176851","0.0681378479","8993.214","0.7114300254","58456",NA,"0.4722222222",NA,"0.2964622964",NA,NA,NA,NA,NA,"30","0.710460251","0.543","2980","0.2214765101","0.2714765101","0.0073825503","0.0060402685","0.0070469799","0","0.0302013423","0.9412751678","0.0042704626","0.4912751678","1"
"1767","0","0.0801001252","0.0008873114","0.9604086845","0.796812749","0.0194049159","0.235","3.3023597736","0.0262172285","0",NA,"0.0943396226","0.1",NA,NA,NA,NA,NA,NA,"13063.76","0.8733712211","60806",NA,"0.3448275862",NA,"0.2850047693",NA,NA,NA,NA,NA,"0","0.7515463918","0.487","1127","0.1641526176","0.3167701863","0.0035492458","0.0150842946","0.0044365572","0","0.0612244898","0.9077196096","0.021780303","0.4667258208","1"
"1768","0.4","0.0727544271","0.0001749169","0.9399497487","0.7159716758","0.0203512685","0.101","3.6866279719","0.0746268657","10.316368638","57.48292419","0.1152263374","0.082",NA,NA,NA,"3.307990426","3.403520018","0.0435394155","6032.647","0.7395926569","75068",NA,"0.26716141",NA,"0.230857356","5.3333333333",NA,NA,NA,NA,"51.428571429","0.7258323766","0.685","5717","0.2389365052","0.2078012944","0.0083960119","0.0094455134","0.0029735875","0.0008745846","0.0703165996","0.8990729404","0.0021790449","0.4922161973","0.7333105101"
"1769","0.1428571429","0.0829029628","0.0006141249","0.9345475242","0.73125","0.0190685735","0.141","4.3092389092","0.1919104991","32.566659882","96.435890224","0.0734966592","0.092",NA,NA,NA,"3.469774899","3.554873221","0.0998207128","3705.666","0.7906293588","61125",NA,"0.3313748531",NA,"0.2835173824","10.169491525",NA,NA,NA,NA,"0","0.7730220493","0.64","4885","0.2245649949","0.252814739","0.006345957","0.0040941658","0.0028659161","0.0002047083","0.0327533265","0.9404298874","0.0008460237","0.5003070624","1"
"1770",NA,"0.0739957717","0","0.9153225806","0.8115183246","0.0261437908","0.218","3.0602384162","0.1264367816","59.435364042",NA,"0.0727272727","0.11",NA,NA,NA,NA,NA,NA,"5911.931","0.7783956044","58818",NA,"0.5494505495",NA,"0.2946376959",NA,NA,NA,NA,NA,"0","0.9282608696","0.365","671","0.2220566319","0.304023845","0.0119225037","0.0193740686","0.0029806259","0","0.044709389","0.912071535","0","0.5007451565","1"
"1771","0.3333333333","0.1113161132","0.0049177809","0.8975409836","0.5579427083","0.0337693946","0.287","4.4694625564","0.4527027027","7.5528700906","120.82045518","0.1847575058","0.149",NA,NA,NA,"2.650007582","2.485342098","0.5977035747","2793.615","0.9050126233","57129",NA,"0.8510223953",NA,"0.303348562","7.5757575758",NA,"33.26550427",NA,"44.193567827",NA,"0.5093099671","0.418","6507","0.3559243891","0.1238666052","0.0047641002","0.5846011987","0.0081450745","0.0007684033","0.0862148456","0.343168895","0.0073976656","0.5013062855","1"
"1772","0","0.0966469428","0.0019641542","0.9365411437","0.6827411168","0.0220243674","0.174","3.6841005641","0.1819196429","19.675356616","82.022580334","0.108401084","0.099",NA,NA,NA,"3.048349083","2.875416587","0.0262484866","6553.6505","0.8487998949","55050",NA,"0.3851744186",NA,"0.314804723","4.2372881356",NA,NA,NA,NA,"25","0.7346938776","0.624","4073","0.230051559","0.2555855635","0.0031917506","0.005401424","0.0049103855","0.0004910385","0.0385465259","0.9410753744","0.0020876827","0.4947213356","1"
"1773","0.0833333333","0.0592036326","0.0004724335","0.9508553001","0.7467267654","0.0215958369","0.085","4.1423644023","0.1298701299","8.1072058753","54.814544126","0.0758579169","0.086",NA,"0.9650197628",NA,"3.216114661","3.321261781","0.1976719551","3284.144","0.6870984702","87368",NA,"0.2322991249",NA,"0.1983563776","8.4961767205",NA,"11.500513759","10.578245358","11.046824728","17.083333333","0.8089279896","0.769","21167","0.2341852884","0.1914772996","0.0088345065","0.0048660651","0.0044408749","0.0013228138","0.0325506685","0.9358907734","0.0011658556","0.4944961497","0.616534867"
"1774","0.4444444444","0.0735522052","0.0009117617","0.9569264464","0.7505252101","0.0216600243","0.11","5.1729401234","0.0777836974","11.242845462","33.76809759","0.1501976285","0.094",NA,"0.8739051095",NA,"2.869679204","3.203700534","0.1665207903","2250.0913333","0.7471796029","65664",NA,"0.4137542277",NA,"0.263919347","10.593220339",NA,NA,NA,NA,"22.5","0.575736806","0.661","9871","0.1939013271","0.1688785331","0.0182352345","0.0098267653","0.0067875595","0.0017222166","0.072333097","0.8851180225","0.0115838476","0.4934657076","0.3833144271"
"1775","0.1428571429","0.0741599073","0.0005995204","0.9391920033","0.6745810056","0.0247933884","0.144","3.3472014747","0.1323907455","14.65845793","138.13744676","0.068852459","0.09",NA,NA,NA,"2.856711781","3.152149627","0.1190899859","3301.1273","0.7535373747","62679",NA,"0.3527777778",NA,"0.276488138","5.2356020942",NA,NA,NA,NA,NA,"0.688440367","0.592","3336","0.2287170264","0.2224220624","0.0065947242","0.0068944844","0.0041966427","0.0041966427","0.0605515588","0.9010791367","0.0012395414","0.4910071942","1"
"1776",NA,"0.0766550523","0","0.9787234043","0.712","0.0159292035","0.24","4.1652987525","0.2323943662","0",NA,"0.0957746479","0.112",NA,NA,NA,NA,NA,NA,"17942.85","0.8176359551","55951",NA,"0.2105263158",NA,"0.3097353041",NA,NA,NA,NA,NA,"0","0.843697479","0.375","785","0.2318471338","0.2917197452","0","0.0127388535","0.0038216561","0","0.0382165605","0.9414012739","0","0.4917197452","1"
"1777","0.375","0.0605122432","0.0018113418","0.9381346174","0.7264179557","0.0213932344","0.129","3.6825245325","0.1136363636","21.061499579","76.798237988","0.1029023747","0.09",NA,"0.9525477707",NA,"3.115487409","3.178929745","0.0499634558","3205.0386667","0.7192740083","68440",NA,"0.356774496",NA,"0.2532144944","10.152284264",NA,"13.180510832",NA,"17.596157827","10.714285714","0.6878189697","0.696","14354","0.228856068","0.2088616414","0.017347081","0.0101713808","0.0066880312","0.0004876689","0.0550369235","0.8998188658","0.0009787683","0.5007663369","0.4358938053"
"1778","0.2756527019","0.1376171309","0.0025064731","0.8707279273","0.5945088227","0.0539718672","0.165","4.3997761791","0.2779930299","4.3352541404","83.657917261","0.1884408103","0.13","25.9335047","0.8096812744","0.0988343436","2.933622618","2.78997853","0.1443505976","-5060.701","0.8534318787","72348",NA,"0.7858447648","49.071143588","0.2628008723","2.9162248144","6.9632436843","20.09365136","17.720226593","11.349427629",NA,"0.6785093204",NA,"3177772","0.2170634017","0.16898758","0.0972744426","0.0171488074","0.0943868849","0.0088112048","0.3025245361","0.4570126491","0.0515913068","0.495290411","0.0590769094"
"1779","0.2258064516","0.1277358125","0.0022056263","0.9218999772","0.5766811805","0.0358518247","0.134","4.0888201056","0.21202927","8.1639000117","133.15686039","0.1384152457","0.1","25.001644845","0.8",NA,"3.026114343","2.954245804","0.007847791","701.1533","0.7343197841","70149",NA,"0.8745704467","47.293890041","0.2982936321","4.391468005",NA,"26.242256676","20.053744034","23.690794682",NA,"0.7108719647","0.694","25843","0.2261347367","0.1934372944","0.023062338","0.0535928491","0.0304144256","0.0039856054","0.1594629107","0.7078899509","0.0115082532","0.4859729908","0.3434315723"
"1780","0.2786885246","0.1435012549","0.002398638","0.8645312825","0.5894339402","0.0600229906","0.179","4.4754898727","0.2929305312","3.542021814","76.89056908","0.2007910757","0.12","25.017621423","0.8","0.1043040219","2.952550509","2.803318729","0.1134278917","-6626.145","0.8815400546","70838",NA,"0.8997539283","38.692397093","0.4049944945","2.0726382251","7.7271891483","18.39122073","16.691893115","10.230182311",NA,"0.6539425897","0.658","2322985","0.2217840408","0.1578499215","0.124869941","0.012666892","0.1124040835","0.0096896881","0.3263744708","0.3883585129","0.0613187819","0.4984052846","0.0126892496"
"1781","0.3333333333","0.1022080915","0.0015918433","0.9338877018","0.6566447437","0.039976511","0.112","4.3191594834","0.2157247514","7.4192901544","87.884597305","0.146179402","0.087","18.260146216","0.84",NA,"3.160700528","3.045988176","0.0227379915","2208.895","0.7564403506","91960",NA,"0.2758749069","87.554105039","0.235830796","7.2948328267","3.5255854675","28.871468416","20.847044012","9.4015612468",NA,"0.8706647952","0.674","49628","0.1490892238","0.3273152253","0.0075159184","0.0217216088","0.0218626582","0.0029418876","0.1345812848","0.7962843556","0.011527859","0.4932094785","0.297304397"
"1782","0.350877193","0.1124551002","0.0009806461","0.8890074399","0.5381520807","0.0324159261","0.11","4.003594967","0.1885949358","5.0078827784","99.694873267","0.1061301647","0.091","14.402093939","0.7903225806",NA,"2.868787234","2.678099976","0.1898446963","2085.36","0.6049282494","88757",NA,"0.3441094804","84.017085273","0.2403078067","2.9162248144","5.9634979711","36.91431992","33.609256518","17.619425824",NA,"0.6037948577","0.543","54046","0.2646819376","0.1322762092","0.0095659253","0.0647041409","0.013932576","0.0025718832","0.2580394479","0.6527772638","0.0134541736","0.4794249343","0.5179881569"
"1783","0.0555555556","0.2087475149","0","0.7812142039","0.5478723404","0.0366748166","0.214","10.532337891","0","0",NA,"0.172815534","0.139",NA,NA,NA,NA,NA,"0.3554423428","9396.016","0.8961018682","57501",NA,"1",NA,"0.3906714666",NA,NA,NA,NA,NA,NA,"0.5889570552","0.212","744","0.1384408602","0.313172043","0.0403225806","0.0712365591","0.0107526882","0.001344086","0.2137096774","0.6209677419","0.0552083333","0.4435483871","1"
"1784","0.3333333333","0.0770218228",NA,"0.9522952295","0.4860557769","0.029029029","0.147","3.4347032237","0.2061611374","0",NA,"0.0757575758","0.12",NA,NA,NA,"3.090781336","2.799711252","0.0253321182","16767.83","0.2587285922","80291",NA,"0.2672413793",NA,"0.2853993598",NA,NA,NA,NA,NA,NA,"0.7694656489","0.264","1863","0.2190016103","0.1867954911","0.0150295223","0.0391841116","0.0112721417","0.0021470746","0.1551261406","0.7595276436","0","0.4465915191","1"
"1785","0.3181818182","0.1377451311","0.0011579435","0.8541317577","0.5543002075","0.0332084249","0.128","4.6289462895","0.1846728151","7.3662737987","103.46489836","0.1147416413","0.097","19.439746506","0.94",NA,"2.718743677","2.654827183","0.0999044859","2605.385","0.5487138325","80255",NA,"0.4617304493",NA,"0.1223599776","1.6849199663",NA,"24.634567348","25.866224589","16.818877508",NA,"0.6766216805","0.576","17272","0.2658638258","0.1603751737","0.0089740621","0.0450440019","0.0121584067","0.003300139","0.2845067161","0.6371005095","0.0358697004","0.4809518296","0.3898756147"
"1786","0.1428571429","0.1292601829","0.0003468609","0.9024390244","0.5975274725","0.0336218375","0.137","4.8864732658","0.2827677977","6.8989306657","110.27319294","0.1360691145","0.089",NA,"0.675",NA,"3.103050195","2.866049592","0.0075395671","1133.412","0.6019907933","90190",NA,"0.340776699",NA,"0.1234061426","8.1632653061",NA,"40.935920224",NA,NA,NA,"0.7295514512","0.436","5766","0.2630939993","0.1656260839","0.0091918141","0.0541103018","0.0130072841","0.0001734305","0.2381200139","0.6859174471","0.0298588491","0.4852584114","1"
"1787","0.15","0.1196347032","0.0008924587","0.8823344838","0.4445454545","0.0394282898","0.18","2.8511129172","0.2786540484","0","75.125538729","0.1097256858","0.088",NA,"0.475",NA,"3.295317743","3.140859762","0.0501975925","3947.352","0.8017029703","63978",NA,"0.4509594883",NA,"0.1977711088",NA,NA,NA,NA,NA,NA,"0.592969697","0.345","4482","0.2099509148","0.2478804105","0.0223114681","0.0247657296","0.0084783579","0.0058009817","0.0908076751","0.8203926818","0","0.4667559125","1"
"1788","0.3965517241","0.1265167178","0.0014776325","0.8736702745","0.5591814899","0.0488158119","0.15","3.8233859311","0.1701713079","4.9258657209","116.51352464","0.1189873418","0.1","26.028110359","0.88",NA,"2.825783955","2.752442997","0.0294899608","1519.414","0.7947487965","74741",NA,"0.4399374232","74.777910863","0.2628008723","1.6409583197","3.5675515893","30.408420382","28.953959716","21.405309536",NA,"0.7231818182","0.678","61585","0.2036372493","0.2166599009","0.0117723472","0.0340992125","0.0192904116","0.0044653731","0.2006819842","0.7139563205","0.0157323721","0.4817244459","0.4462564362"
"1789","0.0833333333","0.1141636142","0.0013259669","0.9025436715","0.4209161625","0.0406710727","0.238","5.0218776107","0.3946188341","0","124.00354296","0.1237113402","0.122",NA,NA,NA,"2.926008112","2.522328264","0.1787532375","-6930.418","0.6910106391","55704",NA,"1","5.274839372","0.1998061181",NA,NA,NA,NA,"47.60846796",NA,"0.6213618158","0.477","4525","0.1902762431","0.2662983425","0.0413259669","0.1792265193","0.035801105","0.0026519337","0.1476243094","0.5924861878","0.0004672897","0.4941436464","1"
"1790","0.1756756757","0.1311768263","0.0014615075","0.8668647845","0.459197925","0.0571526941","0.225","4.5615730712","0.2439081537","4.4901777362","138.06166474","0.1599584524","0.139","31.750964351","0.83",NA,"2.664278047","2.428473437","0.0375502417","-1395.475","0.9121508037","51933",NA,"1","43.400557156","0.4439951476","1.8501387604","4.6371435196","34.16441883","33.252657056","22.258288894",NA,"0.7119091037","0.462","54738","0.1654061164","0.3115934086","0.0366838394","0.0196207388","0.023585078","0.0066498593","0.1736819029","0.7191530564","0.022169326","0.4854031934","0.2731678006"
"1791","0","0.1157360406","0.0009285051","0.8406144026","0.4117087101","0.0363636364","0.168","4.5663738755","0.248413418","0","117.42390028","0.0945273632","0.082",NA,NA,NA,"2.674813261","2.29809171","0.019066137","3207.827","0.3996516846","65315",NA,"0.7204783259",NA,"0.3508382454","2.7322404372",NA,NA,NA,"21.548473291",NA,"0.4544564153","0.462","6462","0.1720829465","0.1802847416","0.0386877128","0.0492107707","0.0151655834","0.0049520272","0.2469823584","0.6377282575","0.0238019169","0.3675332714","1"
"1792","0","0.1313240043","0.0016786571","0.9241888853","0.7707317073","0.03978907","0.104","4.6265671919","0.2198795181","0","82.894480203","0.1026392962","0.106",NA,NA,NA,"2.704599548","2.609400896","0.0312277258","6164.99","0.8258003628","90171",NA,"0.3718244804",NA,"0.2541282674","4.5662100457",NA,NA,NA,NA,NA,"0.8743902439","0.643","4170","0.1239808153","0.3429256595","0.0170263789","0.021822542","0.0227817746","0.0047961631","0.0964028777","0.8182254197","0.0053421521","0.4853717026","0.8913255361"
"1793","0.3224299065","0.1199583198","0.0035793013","0.8849882361","0.641027536","0.0346347902","0.107","4.2030321542","0.2506496805","6.2830366119","96.524322145","0.17295758","0.097","33.00986898","0.8209953657","0.0738271811","2.881979017","2.780083596","0.1085424682","-2096.693","0.8357038348","80245",NA,"0.4545730737","53.608583262","0.3552620101","0.2544714265","5.2618150692","20.433926376","16.720748718","11.441388581",NA,"0.7591551418","0.678","496745","0.2054575285","0.1774532205","0.0249906894","0.0225910679","0.0629155804","0.0082054173","0.2620559845","0.6022446124","0.0312673306","0.4911292514","0.0417170272"
"1794","0.3636363636","0.1055813953","0.0040964952","0.8931172885","0.4523633678","0.0306624888","0.148","4.1282017943","0.1265466817","0","90.918701766","0.1053333333","0.091",NA,"0.825",NA,"2.518061123","2.279722286","0.0349428929","3509.68","1.0123495311","67639",NA,"0.6726893676",NA,"0.145182513","7.3529411765",NA,"23.938698347","25.372660958","17.967299515",NA,"0.5872139973","0.452","8788","0.2025489304","0.1987938097","0.0372098316","0.0526854802","0.0120619026","0.0019344561","0.1747837961","0.706531634","0.0034969111","0.4383249886","0.5093612335"
"1795","0.0526315789","0.1318103915","0.0029932909","0.8856074499","0.6281444924","0.0396743447","0.151","4.1805708563","0.2400960384","6.780465479","111.70322516","0.166447944","0.106","22.814622418","0.867751004","0.1325443787","2.923067113","2.70635206","0.0317502138","-1041.918","0.8974975938","62859",NA,"0.5492120899","65.457701295","0.3497987559","5.0890585242","3.5863870993","35.27166901","20.988822563","16.394912454",NA,"0.7369347045","0.683","58130","0.1985721658","0.2136074316","0.0208326165","0.0293136074","0.0285222777","0.003750215","0.2590744882","0.6469464992","0.0246035194","0.484018579","0.0597895598"
"1796","0.3513986014","0.0632361074","0.0038058214","0.9381121829","0.7110868669","0.025215411","0.077","4.3162908538","0.1875413663","10.043254389","87.918944926","0.1380874211","0.068","30.158119922","0.8737542051","0.0476720937","3.205302811","3.158037223","0.1426480848","9522.7","0.7848553333","90750",NA,"0.2085906993","69.488103998","0.29340884","10.24778814","1.4557524056","17.445002644","10.390020532","8.6395740595",NA,"0.7567652305",NA,"1395231","0.1812775089","0.2017630056","0.0160152692","0.0031722346","0.0317259293","0.0006271363","0.0460081521","0.8876909988","0.0095390642","0.4998613133","0.4167672695"
"1797","0.3333333333","0.0717473325","0.0054028187","0.9341197557","0.6485109437","0.025265188","0.105","4.5017964433","0.2453703704","11.169717654","111.93027973","0.1573802542","0.077","35.234953073","0.8660094637","0.1057162534","3.128234788","3.072333032","0.0480939735","11176.253","0.7187056947","77531",NA,"0.284910352","77.77852304","0.2941017142","9.9264705882",NA,"17.322724273","11.32242714","11.61329583",NA,"0.7783274202","0.544","64781","0.1712693537","0.2411200815","0.0066377487","0.003210818","0.0118707646","0.0006483382","0.0225683457","0.9423905157","0.001713139","0.5012735216","0.5445412448"
"1798","0.25","0.0733120035","0.0028161459","0.950265053","0.6906988965","0.0262470563","0.118","4.3565920282","0.2054776739","11.650485437","105.10510511","0.1414436699","0.076","26.74207933","0.9316120907","0.0936386768","3.154785801","2.953494847","0.0678746828","12947.48225","0.8816883249","71981",NA,"0.2723180795",NA,"0.3183478974","14.598540146",NA,"23.498431589","12.174336499","13.196713139",NA,"0.8173453069","0.418","52199","0.1454625568","0.3070173758","0.0062261729","0.003831491","0.0081036035","0.0003256767","0.0174715991","0.9531983371","0.0008581937","0.4999712638","0.8947851598"
"1799","0.3939393939","0.0727677872","0.0038138332","0.9375549853","0.6784807204","0.0269501384","0.094","4.2041096299","0.1587336404","9.1815489661","88.983106296","0.1399311814","0.082","23.950322676","0.8715957447",NA,"3.084863603","3.103753934","0.0543452064","8696.2493875","0.8182978159","76227",NA,"0.2727272727","77.608796773","0.3003266559","8.2715345123","1.873438021","18.682469994","14.394326018","11.427971928",NA,"0.717624148","0.657","77350","0.1773367809","0.2243826761","0.0077052359","0.003387201","0.0169101487","0.0005688429","0.0243309632","0.9318552036","0.0010526604","0.5055462185","0.6911899343"
"1800","0.4","0.0797213622","0.0021267141","0.8891518094","0.5612829324","0.0334257975","0.164","4.1577953499","0.175725378","11.186039822","139.2695661","0.1278195489","0.102","37.223746623","0.8861553785",NA,"2.9420365","2.948719061","0.0529318106","5459.6142","0.877968712","52292",NA,"0.3883241359",NA,"0.3492121166","10.569105691",NA,"22.011890774","16.534286387","17.68707483",NA,"0.633243865","0.499","31504","0.1616937532","0.2582529203","0.0081259523","0.0058087862","0.0066340782","0.000063484","0.0207910107","0.9452133062","0.0041998743","0.4819070594","0.6911219138"
"1801","0.2682926829","0.0662943806","0.0057173584","0.9318565595","0.6874727827","0.0232144682","0.101","4.8420682603","0.2127896458","13.231960608","79.654829074","0.1451337507","0.078","19.796317885","0.901194354","0.0435214298","3.389784248","3.304647898","0.0931384937","12409.781588","0.8810540603","81205",NA,"0.2275829384","71.217475579","0.2927159658","10.740531374","1.586903602","16.45644391","13.49706826","9.0453505311",NA,"0.7376939375","0.538","91126","0.1586704124","0.2357834208","0.0124662555","0.0039944692","0.0402080636","0.0003950574","0.0271601958","0.8995017887","0.0037931311","0.5022935276","0.6567527821"
"1802","0.3888888889","0.0669744706","0.0038209633","0.9299274861","0.7230977559","0.0257773615","0.071","4.1506394634","0.1947451605","8.8662725577","87.155353819","0.1408394486","0.069","34.210720576","0.8477481361","0.0551741171","3.099368814","3.071603753","0.1479413756","9575.16664","0.7677213244","96415",NA,"0.2296184665","60.548010118","0.2773427371","8.54105742","1.7246005997","17.81138488","9.6892578268","7.1743384949",NA,"0.7365129481","0.731","426594","0.1946183022","0.1733803101","0.0280875962","0.0034037047","0.0482660328","0.0009845427","0.0831891682","0.8199834034","0.0235542677","0.496969015","0.2443720932"
"1803","0.2976190476","0.0636719333","0.0051275478","0.9346739111","0.6789871563","0.0228375713","0.075","4.2834907403","0.1643753945","13.785284531","90.705753957","0.1345211957","0.068","28.524706533","0.889989154","0.0505563619","3.237049039","3.166743433","0.0961274294","9040.3371","0.812386512","84898",NA,"0.2180596675","71.381143654","0.2889231784","12.896825397","1.7042630246","20.792295362","11.321763193","9.184084077",NA,"0.7531449178","0.704","156020","0.1833098321","0.1997820792","0.0177477247","0.0030701192","0.0238687348","0.000397385","0.0264773747","0.9142994488","0.0067977681","0.5018010511","0.5464995319"
"1804","0.4615384615","0.0500750465","0.0030367161","0.957857032","0.7585310884","0.0259036049","0.048","3.8550923835","0.1706132464","9.2759988263","74.409646992","0.1265915769","0.054","23.453582695","0.8989541965","0.0241751991","3.382319572","3.375771666","0.0590574563","13347.907379","0.7659784835","107445",NA,"0.1006736972","64.498823364","0.2589790125","10.680157392","0.7412245957","15.114973499","8.6253397032","7.1342867335",NA,"0.8156484635","0.725","319424","0.1830044079","0.2031030856","0.0087282108","0.0021945752","0.0246474905","0.0005478612","0.0378869465","0.9134974204","0.0033892561","0.5007137848","0.2901017264"
"1805","0.3090909091","0.0622286402","0.0032583633","0.9444861813","0.7344222626","0.0231898926","0.089","4.5129476584","0.1857844184","6.94780087","93.527327277","0.1531206101","0.076","42.576701421","0.8517417279",NA,"3.150942399",NA,"0.0469480111","9271.500875","0.824606551","82845",NA,"0.2384259259","57.891862332","0.3002353793","9.8138747885","1.5426351293","14.990848445","8.1128450829","8.4844932113",NA,"0.7135889853","0.679","132275","0.1754677755","0.1696087696","0.0125874126","0.0029257229","0.0392817993","0.0005367605","0.0314496314","0.8952636553","0.0029105796","0.5039123039","0.3673647136"
"1806","0.1428571429","0.0702006589","0.0022294008","0.9091521686","0.5793666801","0.0237552595","0.131","4.5488706152","0.2386987196","6.6616130292","89.745428303","0.1203703704","0.09","31.551567574","0.799386921","0.1505223172","3.159471089","2.963546475","0.0609472686","13504.499714","0.9126901473","74700",NA,"0.3113207547","76.653129593","0.2921017403","7.0245860512",NA,"17.872069783","12.027737814","10.260212221",NA,"0.7002728709","0.59","43958","0.1746439783","0.2374539333","0.0090540971","0.0043223077","0.0115792347","0.0001364939","0.0210428136","0.9381910005","0.000988738","0.4982710769","0.7813668346"
"1807","0.2290429043","0.0826234806","0.0029117768","0.9063730015","0.7169106719","0.037067543","0.127","5.1104989686","0.2147534132","8.0790924483","65.543307609","0.1980636022","0.088","32.188145388","0.8856841784","0.0529588924","3.298849193","3.221478525","0.2924319642","7554.684","0.8093046905","96341",NA,"0.3425918096","64.602114169","0.2742718771","8.2195327163","3.9475984862","7.7726022249","4.8591800067","6.8291385339",NA,"0.7389655934",NA,"9261699","0.2153070403","0.1740249818","0.1300745144","0.0072736115","0.1054679061","0.0013265385","0.2190171587","0.5289058735","0.0614614121","0.507108361","0.0624626305"
