"","premature_death_raw_value","poor_or_fair_health_raw_value","poor_physical_health_days_raw_value","poor_mental_health_days_raw_value","low_birthweight_raw_value","adult_smoking_raw_value","adult_obesity_raw_value","food_environment_index_raw_value","physical_inactivity_raw_value","access_to_exercise_opportunities_raw_value","excessive_drinking_raw_value","alcohol_impaired_driving_deaths_raw_value","sexually_transmitted_infections_raw_value","teen_births_raw_value","uninsured_raw_value","primary_care_physicians_raw_value","dentists_raw_value","mental_health_providers_raw_value","preventable_hospital_stays_raw_value","mammography_screening_raw_value","flu_vaccinations_raw_value","high_school_completion_raw_value","some_college_raw_value","unemployment_raw_value","children_in_poverty_raw_value","income_inequality_raw_value","children_in_single_parent_households_raw_value","social_associations_raw_value","injury_deaths_raw_value","air_pollution_particulate_matter_raw_value","drinking_water_violations_raw_value","severe_housing_problems_raw_value","driving_alone_to_work_raw_value","long_commute_driving_alone_raw_value","life_expectancy_raw_value","premature_age_adjusted_mortality_raw_value","child_mortality_raw_value","infant_mortality_raw_value","frequent_physical_distress_raw_value","frequent_mental_distress_raw_value","diabetes_prevalence_raw_value","hiv_prevalence_raw_value","food_insecurity_raw_value","limited_access_to_healthy_foods_raw_value","drug_overdose_deaths_raw_value","insufficient_sleep_raw_value","uninsured_adults_raw_value","uninsured_children_raw_value","other_primary_care_providers_raw_value","high_school_graduation_raw_value","disconnected_youth_raw_value","reading_scores_raw_value","math_scores_raw_value","school_segregation_raw_value","school_funding_adequacy_raw_value","gender_pay_gap_raw_value","median_household_income_raw_value","living_wage_raw_value","children_eligible_for_free_or_reduced_price_lunch_raw_value","residential_segregation_black_white_raw_value","child_care_cost_burden_raw_value","child_care_centers_raw_value","homicides_raw_value","suicides_raw_value","firearm_fatalities_raw_value","motor_vehicle_crash_deaths_raw_value","juvenile_arrests_raw_value","voter_turnout_raw_value","census_participation_raw_value","traffic_volume_raw_value","homeownership_raw_value","severe_housing_cost_burden_raw_value","broadband_access_raw_value","population_raw_value","x_below_18_years_of_age_raw_value","x_65_and_older_raw_value","x_non_hispanic_black_raw_value","x_american_indian_or_alaska_native_raw_value","x_asian_raw_value","x_native_hawaiian_or_other_pacific_islander_raw_value","x_hispanic_raw_value","x_non_hispanic_white_raw_value","x_not_proficient_in_english_raw_value","x_female_raw_value","x_rural_raw_value"
"75","8695.1252012","0.156","3.722744232","5.2601870158","0.0636237898","0.186","0.392","9","0.263","0.5203937405","0.1691613578","0.1034482759","242.4","19.995295225","0.0830573248","0.0003535711","0.0003004958","0.0004006611","2216","0.48","0.48","0.9253320147","0.651642984","0.0263182808","0.102","4.1989100817","0.1602401293","14.647944237","62.363271003","7.9","0","0.0697115385","0.8765022793","0.404","76.529087301","421.55882407","67.934782609","","0.112","0.17","0.097","29.7","0.087","0.0001343873","","0.347","0.0905277875","0.0646532438","0.0003004958","0.975","","3.697047042","4.07434853","0.1311799803","-452.6717","0.6857645051","70440","","0.3605889724","","0.2001561613","3.8424591739","","16.142681765","13.858504667","12.641869873","15.238095238","0.6811511701","0.692","11.342902296","0.8005853907","0.063525675","0.7779333164","19967","0.2154054189","0.2088445936","0.0076125607","0.0037561977","0.0037561977","0.0000500826","0.0346571844","0.9397505885","0.0029103609","0.4915610758","1"
"76","12335.391086","0.188","4.1393153701","5.7816475223","0.0833799664","0.228","0.418","8.1","0.288","0.6722005905","0.1713883089","0.1428571429","184","27.75004991","0.0909284158","0.0001283587","0.0002149798","0.0004299596","3718","0.32","0.33","0.8510007413","0.5316409124","0.0377338769","0.183","3.9671891953","0.1406044678","8.9851103885","130.15861997","8.6","0","0.0942285041","0.8277634961","0.442","72.424834046","618.6283975","","","0.128","0.186","0.11","76.4","0.124","0.0127971935","51.861242365","0.358","0.1039787014","0.0587812331","0.0006879353","0.9002884615","","2.88184198","3.0667801","0.0244029013","-930.6592667","0.6572880997","58523","","0.5377028317","","0.2210413","2.0576131687","","20.094712601","17.354482663","30.394948236","","0.589347079","0.644","14.600018342","0.8391349601","0.0900433944","0.808257199","23258","0.223106028","0.2037578468","0.006234414","0.0052455069","0.004084616","0.0001719838","0.0471235704","0.9273798263","0.0041860042","0.4946685012","1"
"77","7888.9516795","0.154","3.659212019","5.0148095491","0.0735177866","0.187","0.4","7.7","0.246","0.5386670539","0.1779365117","0.1388888889","233.9","23.090815273","0.0856255035","0.0002887503","0.0004607631","0.0009215263","1566","0.4","0.5","0.9274519717","0.5789326236","0.0215131389","0.126","3.6848785383","0.1066374909","15.015015015","67.002836068","8.5","1","0.0882352941","0.8358802336","0.271","78.121344941","364.29787738","64.415201988","","0.111","0.165","0.099","60.6","0.093","0.1145921466","9.6101175317","0.34","0.0965049557","0.0575093091","0.0003455724","0.8534870849","","2.906559869","2.96976365","0.0501811402","3311.793","0.739801507","73250","","0.360931799","","0.2412013652","4.9207217059","","19.63683754","14.440266394","16.555263539","11.5625","0.5940819702","0.58","37.004761926","0.7989705669","0.0873057187","0.8357256778","34725","0.1935493161","0.2223758099","0.0086969042","0.0039164867","0.0080345572","0.0004607631","0.0431965443","0.9263642909","0.0028059902","0.4864506839","0.6315957601"
"78","9390.6124604","0.197","4.3634310639","5.4783545931","0.0711864407","0.234","0.378","7.7","0.298","0.3276168516","0.1623043153","0.1904761905","269.8","28.251748252","0.0880113215","0.0003372194","0.0002418965","0.0004354136","3793","0.37","0.45","0.8885252471","0.5075241849","0.0376652532","0.172","4.0621543222","0.3050108932","11.080065517","72.505099525","8.1","0","0.134529148","0.8368990108","0.372","75.586404245","477.13356663","97.098469271","","0.133","0.183","0.119","122","0.123","0.0543415311","","0.362","0.1021110809","0.0484073238","0.000822448","0.9438476563","","3.354768863","3.451341857","0.0499515592","-613.6575","0.8549329522","55497","","0.5492227979","","0.2831864785","2.4671052632","","17.256239076","10.634081264","16.532227511","18.888888889","0.541970473","0.626","14.004539287","0.7592424439","0.098547577","0.7828512129","20670","0.1840348331","0.19109821","0.0500241896","0.0037252056","0.0030478955","0.0003386551","0.0190614417","0.9120948234","0.0045216684","0.4507014998","0.7658644377"
"79","12416.413186","0.202","4.4100767628","5.8414135729","0.0793650794","0.244","0.414","7.3","0.311","0.5116565677","0.1559769461","0.2","153.2","28.705882353","0.1004514673","","0.00009994","0.0005996402","3837","0.35","0.49","0.8313342218","0.4046692607","0.0279529214","0.219","3.6866845214","0.2356874216","5.1072522983","112.00121493","8.8","0","0.1354401806","0.8273331805","0.589","75.237696978","484.55129468","144.75707953","","0.136","0.191","0.116","73.5","0.15","0.0311432576","31.984647369","0.362","0.1087416285","0.0811594203","0.0001998801","0.975","","3.040245787","2.800187591","0.0136084423","-3743.553","0.7463757842","63246","","0.5073627845","","0.2173101856","1.7889087657","","","","24.413731368","","0.5147459727","0.568","1.8020655526","0.793814433","0.0723919626","0.7414750198","10006","0.233359984","0.1896861883","0.011093344","0.0049970018","0.0037977214","0.0005996402","0.0223865681","0.9470317809","0.0053441642","0.4754147511","1"
"80","7077.671381","0.158","3.6521700338","5.3227876366","0.082266175","0.165","0.326","6.6","0.242","0.810674842","0.1882389965","0.1666666667","539.9","11.692205197","0.0888169939","0.0007002502","0.0005351929","0.0018281342","2533","0.46","0.57","0.9202198968","0.7175422281","0.0282882975","0.149","4.94919578","0.2140180209","9.7821206355","64.61948267","8.8","1","0.159656832","0.7471861472","0.133","78.342559865","353.13399613","52.244834776","6.9797782127","0.11","0.161","0.108","133.2","0.113","0.1743690711","20.900879737","0.322","0.1023104943","0.0521396825","0.0011604678","0.8245729657","0.0281635589","3.294679061","3.353788251","0.096869686","61.190233333","0.7791787731","56088","","0.4395372403","36.625361946","0.3586150335","4.733951903","3.4419724597","14.276411101","11.323992944","6.9587704077","11.534090909","0.5196974105","0.671","109.12144859","0.5293684455","0.1630534526","0.8819534414","188717","0.199775325","0.1246522571","0.0614571024","0.0040483899","0.0831509615","0.000614677","0.0930175872","0.7386986864","0.0161837404","0.4862466021","0.1565145959"
"81","8919.5119307","0.158","3.8230715935","5.0490768444","0.0805243446","0.184","0.385","8","0.254","0.5695683313","0.1654495247","0.1363636364","208.2","18.625561978","0.0749082416","0.0002602134","0.0005858994","0.0007160992","642","0.49","0.53","0.9075423574","0.5884244373","0.028298746","0.123","3.459292591","0.1129996852","15.612802498","77.628514664","8.8","0","0.0668238994","0.8091634562","0.404","76.014243257","424.61287672","94.271211022","","0.112","0.168","0.098","45.5","0.099","0.0732181325","","0.341","0.0826464943","0.0545619885","0.0003254996","0.9326502732","","3.189804124","3.286425979","0.0166267636","1040.50745","0.8661889415","65025","","0.3931972789","","0.2553479431","3.5211267606","","31.354902253","26.314750734","18.787810469","","0.685472973","0.705","23.32680055","0.8081037277","0.0513646381","0.8729335494","15361","0.2057808736","0.2210793568","0.008202591","0.0032549964","0.010025389","0.0003254996","0.0337217629","0.9358114706","0","0.4933923573","0.6154046487"
"82","9461.0801427","0.162","3.8987357057","5.2809337162","0.0632183908","0.195","0.381","","0.257","0.6208550868","0.1641364217","0","127.7","24.948024948","0.0987017606","0.0001419044","","0.0001438435","6659","0.39","0.48","0.8878523224","0.6536491677","0.0244444444","0.167","3.5420370101","0.1775636614","5.6761742585","129.73460812","8.9","0","0.098245614","0.855080668","0.421","75.487560096","469.89654396","","","0.116","0.172","0.098","","0.089","","","0.335","0.1054421769","0.0822864322","0.000575374","0.975","","3.477178769","3.482878702","0.0277768976","379.1094","0.7498133333","61171","","0.4703618168","","0.2607935133","4.5045045045","","","","","","0.6292682927","0.65","30.982962439","0.7915521978","0.0861516554","0.8389423077","6952","0.2131760644","0.207853855","0.0113636364","0.0035960875","0.004027618","0.000575374","0.0235903337","0.9417433832","0.0024071009","0.5050345224","1"
"83","10318.341678","0.172","3.9372099515","5.8097575925","0.0968041991","0.196","0.424","7.1","0.265","0.8590287338","0.1725196921","0.1176470588","718.9","23.39904464","0.0838461432","0.000777834","0.0007288143","0.0025480684","3462","0.54","0.59","0.9121795598","0.6666666667","0.0302460109","0.193","4.1429214326","0.3092501227","14.778845139","104.80156651","8.7","0","0.1436362442","0.8227409501","0.189","74.624056518","504.97457621","73.571024335","7.1085368262","0.12","0.18","0.11","210.1","0.121","0.1161401195","31.62433235","0.351","0.0962664263","0.0517424748","0.0021975699","0.7992282864","0.0359916055","2.956795143","3.08480121","0.1145120919","-522.3193","0.7933723911","57997","","0.4509013598","55.514877336","0.3162060107","7.614696364","8.1885057001","20.630884254","19.967456356","10.078160862","14.742857143","0.5571961544","0.696","108.34068942","0.6477744382","0.1288197963","0.8808306335","179744","0.2142380274","0.1834998665","0.100893493","0.0031489229","0.0143036763","0.003399279","0.033080381","0.8179744526","0.0050227232","0.5101143849","0.07956766"
"84","10643.956323","0.179","4.1261494623","5.4601426799","0.0784490532","0.217","0.409","7.8","0.286","0.5380529827","0.1615249251","0","267.3","27.83171521","0.0796532548","0.0005866632","0.0004530451","0.0012944146","5120","0.4","0.45","0.9250458716","0.5909845133","0.0361901878","0.183","3.9474352924","0.2737597131","11.081415814","80.360846122","9.1","0","0.1037376049","0.8174366617","0.397","74.178918908","526.55802048","","","0.125","0.18","0.108","69","0.134","0.0169789743","23.826026685","0.357","0.0900638512","0.0534133105","0.0012296939","0.9423170732","","3.165051035","3.318005031","0.0310577291","-135.28077","0.7992955122","58280","","0.5127760935","","0.2649279341","3.8560411311","","23.992628691","15.553712153","19.35680115","","0.6239366138","0.644","31.965852581","0.7699047034","0.0720922781","0.8638180141","15451","0.2160377969","0.2054235972","0.0058895864","0.0039479645","0.003106595","0.0006472073","0.018704291","0.9550190926","0.0032621993","0.4975729726","0.5865664875"
"85","10406.370927","0.187","4.0986155612","5.4993860927","0.0915974597","0.218","0.385","5.8","0.298","0.7852062589","0.1626318781","0.1587301587","577.4","24.520255864","0.089543494","0.0008302357","0.0005754391","0.0018772522","4603","0.43","0.48","0.904651877","0.6068329927","0.0354926889","0.205","4.842045143","0.2770003254","14.434779327","74.643339532","10.2","1","0.1514476615","0.7859544344","0.168","74.315698939","531.5209345","62.70620695","8.1213424101","0.124","0.176","0.121","230.5","0.139","0.1999116776","21.586785133","0.37","0.1060446468","0.0458543555","0.0019904534","0.77","0.0498546512","3.183195512","3.162997171","0.0679492361","-591.999","0.8425133421","52286","","0.543758967","51.790644139","0.3217113568","3.5539008292","4.9309073269","18.154143659","10.850410258","11.19449231","14.375","0.5227725147","0.64","86.43633793","0.6309056039","0.1416271646","0.8629432126","106006","0.2027809747","0.1737260155","0.0679112503","0.004207309","0.0216402845","0.0006792068","0.0298285003","0.8520744109","0.0051675992","0.4946984133","0.2476708148"
"86","10105.918636","0.172","3.9597178403","5.4770877066","0.0746334962","0.209","0.395","7.8","0.272","0.6688403926","0.161106062","0.2","227.2","20.246129416","0.0888005874","0.0004218588","0.0003568185","0.0028221098","2923","0.48","0.49","0.9144812913","0.5518345952","0.027280186","0.148","3.9932484977","0.2453689168","16.874350987","91.424745202","8.7","1","0.0960251869","0.8398836549","0.266","74.333703894","499.36029711","40.406761398","","0.121","0.177","0.104","45.5","0.108","0.0717734384","26.999006437","0.367","0.0989270133","0.0625192012","0.0006163228","0.8312185687","","3.002153519","3.093186712","0.0506019014","1519.1089","0.7007429922","64025","","0.4510679612","","0.2251464272","9.3109869646","","11.965330069","12.876724676","20.983582627","","0.5940900754","0.685","37.702861606","0.794322829","0.0677027362","0.8479672841","30828","0.2085766187","0.220805761","0.0082717011","0.00746075","0.0058064098","0.0002919424","0.0296808097","0.9373297003","0.0002377152","0.510509926","0.5014850207"
"87","6643.2591573","0.153","3.6762912622","5.1522164971","0.0634328358","0.188","0.387","8.5","0.249","0.3357819905","0.1642484805","0.2307692308","247.8","18.626309662","0.0622468877","","0.0001181893","","2691","0.39","0.38","0.9259014224","0.6718106996","0.0256720756","0.133","3.8664220722","0.1858071506","10.619469027","70.051693319","8.7","0","0.0871491876","0.787833082","0.422","77.978218338","373.45417039","","","0.111","0.169","0.099","","0.105","0.0170459096","","0.345","0.0692595674","0.0446153846","0.0002363787","0.975","","2.882366225","2.897584112","0.0187794697","168.9287","0.7269815462","73539","","0.4343360235","","0.2255129931","2.3419203747","","","","","","0.693871218","0.702","7.5307693086","0.8055555556","0.0800254049","0.8743961353","8461","0.2185320884","0.2086041839","0.0046093842","0.0040184375","0.0053185203","0.0005909467","0.0249379506","0.9500059095","0.0006224325","0.4956860891","1"
"88","7285.6387964","0.127","3.3007641757","5.1126970085","0.0737872922","0.154","0.332","8.6","0.215","0.7900403769","0.1744683475","0.1935483871","289.9","11.686848775","0.0631475459","0.0015345506","0.0003988648","0.0008130705","3131","0.52","0.58","0.9492306649","0.763889781","0.0257731959","0.079","3.7696344107","0.1617578308","10.230337601","74.395811041","9.1","0","0.0820971347","0.8232447848","0.293","77.065215026","369.69709355","46.114825917","4.9841413684","0.095","0.155","0.087","70","0.075","0.0689509953","22.014770863","0.338","0.0707105353","0.0460134364","0.0018869372","0.91","","3.520389771","3.603934555","0.0571553454","1399.717","0.7800292549","84567","","0.2883813307","62.212649451","0.2247803517","3.5509423655","2.2713180231","16.372316544","12.346538854","12.265117325","2.3287671233","0.7289947204","0.762","41.230240332","0.8224531377","0.0777341327","0.9018337408","65185","0.2285648539","0.1863465521","0.020096648","0.0030528496","0.0280586024","0.0005522743","0.0231188157","0.9092582649","0.0045200921","0.5049474572","0.2674105606"
"89","11371.098258","0.184","4.204313103","5.4828016311","0.0768200089","0.223","0.413","8.2","0.293","0.3195301966","0.1594421443","0.1666666667","224.2","27.310574521","0.0990444609","0.0002490926","0.0001771542","0.0005314626","1981","0.42","0.44","0.8749872436","0.5499336185","0.0265915167","0.182","4.0551181102","0.234629862","7.8286242972","112.75968627","8.8","1","0.1035120148","0.7875156642","0.506","73.820903221","538.12325363","60.753341434","","0.13","0.185","0.111","101.4","0.111","0.0312998112","39.122239215","0.356","0.111698612","0.0664752984","0.0004251701","0.9094155844","","3.13990046","3.360529249","0.0231854367","-2093.775667","0.7613023603","65342","","0.4682062638","","0.2154816198","3.785488959","","25.877854811","22.837404814","21.981617234","","0.5647359851","0.67","31.959617956","0.8119830913","0.0902069229","0.7889174784","28224","0.2233205782","0.1867205215","0.0068735828","0.0032596372","0.0030116213","0.000212585","0.0152352608","0.9609906463","0.0013561876","0.4974489796","0.7652047406"
"90","12675.054774","0.184","4.1800931424","5.7727832961","0.0905723282","0.222","0.378","6.3","0.281","0.7650143495","0.1630602066","0.1764705882","472.5","26.710499281","0.0887843317","0.000601902","0.0006639205","0.0050246707","4648","0.43","0.44","0.8804381228","0.5628425998","0.0311315375","0.238","4.3579441691","0.2823235055","12.79041772","146.25771032","9.1","0","0.1211955531","0.7938500789","0.209","72.611440809","596.90407565","70.592207234","7.51604033","0.124","0.184","0.111","144.5","0.131","0.1662986985","77.226703278","0.368","0.1028886639","0.0542810985","0.0017050684","0.9525466893","0.0621387283","3.063769895","3.065100807","0.097051498","-1451.43398","0.7491453404","51622","","0.557337122","50.465038672","0.3029134865","4.1354355131","7.5462260246","19.936488283","20.288336629","12.289568097","9.552238806","0.5466377012","0.658","62.342373883","0.6838985235","0.1157700422","0.8476011635","66273","0.2244352904","0.196173404","0.047741916","0.0040438791","0.0118600335","0.000739366","0.0344333288","0.8707467596","0.0107545811","0.5121693601","0.3769927727"
"91","8131.9347803","0.153","3.6190240845","5.1650441204","0.0723296888","0.19","0.377","7.8","0.259","0.4798438609","0.1679647166","0.0476190476","191.5","19.938650307","0.0795614035","0.000461042","0.0002823363","0.0007058408","3234","0.48","0.49","0.9329894194","0.5558566697","0.0230613809","0.121","3.586023628","0.1244933411","16.313792247","80.951535594","8.9","0","0.092176259","0.8528746998","0.32","76.7018016","391.40329322","56.218790304","","0.11","0.168","0.097","60.2","0.082","0.126748788","23.630885567","0.34","0.0919576453","0.0526243473","0.0005999647","0.9506666667","","3.213441576","3.310209039","0.0279240968","1850.9328067","0.733514947","68879","","0.3257723895","64.807416314","0.2298959044","4.0299366724","","17.744265529","10.651517841","16.265286828","15.3125","0.6728927203","0.743","47.124202137","0.7729269386","0.0700321248","0.8251008516","28335","0.2455973178","0.1884242103","0.0094229751","0.0031056997","0.0074819128","0.0005293806","0.0366331392","0.9307923063","0.0057910674","0.5010411152","0.6328601845"
"92","9660.6295466","0.164","3.7262033418","5.1033818385","0.0771017185","0.192","0.384","8.8","0.266","0.4417935839","0.161516405","0.0344827586","361","30.990919858","0.1131315219","0.0003650968","0.0003658834","0.0004878445","1194","0.5","0.53","0.90336629","0.6064173154","0.0249646024","0.129","3.7416133922","0.167984537","10.547239463","104.75695561","9","0","0.1011235955","0.7704888407","0.305","75.440287883","477.01024771","56.561085973","","0.115","0.169","0.1","96.8","0.096","0.0039843224","27.428069887","0.346","0.1296821587","0.074500508","0.0003252297","0.9087837838","","3.10132074","3.217663612","0.1151950612","-324.186975","0.8030442027","66167","","0.5404789054","84.615214315","0.2440793749","2.7081922817","","27.705924301","16.497158364","23.005456422","7.2","0.626951151","0.584","41.032209364","0.7849680495","0.0947182366","0.8734151537","24598","0.2298967396","0.2156679405","0.0062606716","0.0068298236","0.0065859013","0.0005284983","0.0972030246","0.8765346776","0.0167911253","0.4965037808","0.6139014906"
"93","7374.9361298","0.149","3.7270133925","5.0202941601","0.0705057217","0.187","0.367","8.9","0.254","0.5407563394","0.1689691569","0.08","229.5","16.526529429","0.0730559149","0.0005808888","0.0004620672","0.0011551679","2688","0.45","0.51","0.9183596215","0.6096631424","0.0241651284","0.108","3.3751083893","0.2222362762","13.069997096","66.236034748","8.5","0","0.0633140376","0.8445730483","0.347","77.916383782","379.84687619","37.992810591","","0.109","0.164","0.094","51.8","0.089","0.0121485947","14.595415094","0.347","0.0824293927","0.0508371754","0.0005198256","0.9103579176","","3.120370057","3.181707174","0.0190161708","1208.7803333","0.6572610688","72448","","0.2718531469","","0.2455140239","4.6511627907","","9.3286367089","7.620074794","13.476124098","11.081081081","0.6762711864","0.768","38.408525571","0.8123824678","0.0737765878","0.8797193693","34627","0.2273370491","0.1942703671","0.0060357524","0.0040430878","0.0053715309","0.0003754296","0.0259623993","0.945100644","0.0007756989","0.4955670431","0.6908543184"
